Type,Bed,Bath,Size,BER,Asking Price,Not Full Market Price,VAT Exclusive,latitude,longitude,ifsc_drive_distance_km,ifsc_walk_distance_km,ifsc_bike_distance_km,ifsc_transit_distance_km,Airport_distance_km,nearest_coast_name,coast_distance_km,eircode_area,month_sin,month_cos,day_sin,day_cos,Price_Difference_%
End of Terrace,3.0,1.0,81.6,E2,525000.0,No,No,53.3867687,-6.139720800000001,10.038,9.35,10.12,10.36,14.197,Bull Island,4.365,D13,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,10.476190476190476
End of Terrace,4.0,2.0,149.0,D1,580000.0,No,No,53.3892119,-6.2115825,6.116,5.973,5.963,6.16,7.756,Clontarf Seafront,4.1,D05,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,2.586206896551724
Apartment,1.0,1.0,45.0,E1,270000.0,No,No,53.2794789,-6.1348661,13.084,12.02,12.941,14.623,44.016,Dún Laoghaire,2.087,A96,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,7.4074074074074066
Apartment,1.0,1.0,62.0,B2,375000.0,No,No,53.3452208,-6.2374139,1.114,1.106,1.113,1.106,15.558,Ringsend,1.777,D02,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,20.266666666666666
Apartment,1.0,1.0,30.0,B1,235000.0,No,No,53.3523751,-6.2677665,2.926,1.7,2.29,1.988,10.753,Ringsend,4.662,D01,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,6.382978723404255
Detached,3.0,2.0,85.0,Unknown,395000.0,No,No,53.3046984,-6.3730619,31.007,11.796,12.341,13.252,23.266,Blackrock,19.91,D24,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,20.759493670886076
Semi-D,2.0,1.0,53.0,G,295000.0,No,No,53.3631526,-6.2806885,3.514,3.24,3.814,4.145,11.443,Ringsend,5.416,D07,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,33.89830508474576
Semi-D,3.0,2.0,87.0,Unknown,625000.0,No,No,53.2622426,-6.215090699999999,11.347,11.847,11.274,13.457,34.33,Blackrock,7.555,D18,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,14.48
Semi-D,4.0,1.0,95.0,D2,595000.0,No,No,53.28446899999999,-6.2666711,10.758,9.286,10.563,10.342,34.999,Blackrock,9.221,D16,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,12.605042016806722
Duplex,3.0,2.0,87.3,C2,295000.0,No,No,53.2798545,-6.482149499999999,37.601,20.052,20.645,19.186,29.86,Blackrock,29.805,D24,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,15.254237288135593
Terrace,2.0,1.0,75.0,Unknown,290000.0,No,No,53.3391501,-6.3632249,10.528,8.609,9.078,9.333,19.651,Ringsend,11.167,D10,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,29.310344827586203
Terrace,3.0,2.0,100.0,Unknown,349000.0,No,No,53.3927061,-6.2955459,7.155,6.773,7.168,7.403,7.323,Clontarf Seafront,9.508,D11,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,23.49570200573066
Semi-D,4.0,3.0,165.0,A2,1395000.0,No,No,53.2912162,-6.2083843,8.293,8.289,8.382,9.211,22.324,Blackrock,2.899,A94,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,7.526881720430108
Apartment,2.0,2.0,130.0,Unknown,740000.0,No,No,53.2932591,-6.193677699999999,9.54,8.895,9.201,10.383,37.184,Blackrock,1.968,A94,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,9.45945945945946
Apartment,2.0,2.0,109.0,Unknown,595000.0,No,No,53.3877244,-6.0691219,14.676,13.989,15.113,14.31,17.552,Howth Head,7.295,D13,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,0.8403361344537815
Terrace,4.0,3.0,225.0,D1,1450000.0,No,No,53.3127729,-6.285547999999999,6.747,5.823,5.832,6.657,28.647,Ringsend,6.032,D6W,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,3.4482758620689653
Semi-D,3.0,2.0,105.0,B3,350000.0,No,No,53.3928579,-6.432576000000001,27.475,15.012,15.177,18.414,19.734,Ringsend,28.474,D15,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,11.428571428571429
Semi-D,3.0,2.0,105.0,B3,350000.0,No,No,53.3928579,-6.432576000000001,27.475,15.012,15.177,18.414,19.734,Ringsend,28.474,D15,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,11.428571428571429
Terrace,3.0,3.0,86.0,Unknown,375000.0,No,No,53.4053789,-6.2966685,15.862,8.567,10.149,9.456,5.356,Ringsend,16.861,D11,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,15.733333333333333
Terrace,3.0,3.0,100.0,Unknown,425000.0,No,No,53.2723454,-6.3820372,36.642,14.532,14.841,17.699,28.901,Ringsend,15.038,D24,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,7.0588235294117645
Semi-D,3.0,3.0,117.0,Unknown,450000.0,No,No,53.2667999,-6.373435499999999,37.192,14.568,14.627,18.848,29.452,Ringsend,15.588,D24,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,16.0
Semi-D,4.0,1.0,143.0,C3,1195000.0,No,No,53.2975408,-6.2092003,7.312,7.468,7.653,8.505,22.043,Blackrock,3.257,A94,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,9.205020920502092
End of Terrace,3.0,2.0,122.0,C2,975000.0,No,No,53.2956965,-6.1402461,11.755,10.872,11.426,12.306,24.375,Dún Laoghaire,0.721,A96,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,0.0
Terrace,4.0,3.0,112.0,B3,475000.0,No,No,53.4653606,-6.240389299999999,18.393,15.44,15.826,22.624,11.914,Howth Head,18.718,K67,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,4.421052631578947
Apartment,2.0,2.0,85.0,B3,394950.0,No,No,53.2591671,-6.222788599999999,12.175,11.821,11.946,14.514,34.73,Blackrock,7.955,D18,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,4.317002152171161
Semi-D,3.0,1.0,92.5,D1,445000.0,No,No,53.3968293,-6.1664594,14.526,8.688,8.889,10.049,11.433,Bull Island,6.68,D13,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,17.078651685393258
Apartment,1.0,1.0,43.0,Unknown,269000.0,No,No,53.247393,-6.145936499999999,15.894,15.567,15.743,18.506,40.374,Killiney Beach,3.184,D18,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,18.587360594795538
Semi-D,4.0,3.0,336.5,B2,1750000.0,No,No,53.2989253,-6.2124844,7.289,7.421,7.411,8.754,21.745,Blackrock,3.555,A94,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,35.14285714285714
Terrace,3.0,1.0,108.0,D1,520000.0,No,No,53.3810803,-6.1733686,6.992,6.908,7.026,7.004,10.441,Bull Island,3.416,D05,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,13.461538461538462
Semi-D,4.0,2.0,158.0,B2,1200000.0,No,No,53.3705761,-6.2042094,4.464,4.444,4.498,4.909,9.586,Clontarf Seafront,2.531,D03,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,16.666666666666664
Semi-D,3.0,2.0,94.0,E1,545000.0,No,No,53.2777761,-6.145805699999999,13.062,11.881,13.035,14.362,39.524,Dún Laoghaire,2.938,A96,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,9.174311926605505
Apartment,3.0,2.0,106.3,D1,775000.0,No,No,53.329707,-6.249905200000001,3.324,2.72,2.997,3.425,19.108,Ringsend,2.61,D04,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,5.161290322580645
Semi-D,3.0,2.0,86.2,C3,425000.0,No,No,53.4530153,-6.2478387,16.11,13.867,14.228,17.258,7.424,Ringsend,17.11,K67,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-2.3529411764705883
Apartment,2.0,2.0,65.0,C1,395000.0,No,No,53.2596553,-6.206419,12.908,12.453,12.474,13.719,35.356,Blackrock,7.514,D18,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,13.164556962025317
Semi-D,5.0,3.0,176.0,D1,850000.0,No,No,53.302969,-6.3154463,9.108,8.188,8.194,10.391,26.644,Ringsend,8.394,D6W,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,9.058823529411764
Semi-D,2.0,2.0,78.0,C3,410000.0,No,No,53.3537814,-6.2343418,1.701,1.521,1.526,1.62,14.321,Clontarf Seafront,3.667,D03,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,9.268292682926829
Semi-D,3.0,2.0,85.0,Unknown,399000.0,No,No,53.40523710000001,-6.292817599999999,16.415,8.393,9.411,10.526,5.909,Ringsend,17.415,D11,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,10.776942355889723
Terrace,2.0,2.0,89.0,A3,370000.0,No,No,53.60868019999999,-6.2108378,33.042,32.435,32.938,39.83,26.155,Ringsend,34.042,K32,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,1.3513513513513513
Semi-D,5.0,2.0,156.0,E1,795000.0,No,No,53.2899201,-6.3123552,10.243,9.138,9.117,9.586,26.29,Ringsend,9.529,D16,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,7.044025157232705
Apartment,1.0,1.0,55.0,Unknown,295000.0,No,No,53.4019719,-6.1404576,15.954,10.825,12.343,10.738,12.861,Howth Head,6.285,D13,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,1.694915254237288
Terrace,2.0,1.0,54.0,E1,345000.0,No,No,53.3535793,-6.233270399999999,1.629,1.449,1.454,1.548,14.25,Clontarf Seafront,3.706,D03,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,26.08695652173913
End of Terrace,1.0,1.0,43.0,D1,345000.0,No,No,53.3952407,-6.241887699999999,12.132,7.145,7.199,12.269,5.178,Clontarf Seafront,7.483,D09,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,0.0
Duplex,3.0,3.0,99.0,C1,445000.0,No,No,53.3697086,-6.3731887,11.029,9.838,9.828,11.406,15.79,Ringsend,24.531,D15,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-1.3337078651685395
Semi-D,3.0,2.0,109.0,D2,645000.0,No,No,53.3751488,-6.1756153,6.712,6.681,7.893,7.108,11.48,Bull Island,3.021,D05,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,16.27906976744186
Semi-D,3.0,1.0,88.0,E2,290000.0,No,No,53.3447425,-6.3906861,26.8,11.089,11.275,12.827,19.059,Ringsend,27.799,D22,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,17.93103448275862
Semi-D,3.0,2.0,116.0,Unknown,770000.0,No,No,53.3776192,-6.167092999999999,7.414,7.398,7.449,7.522,10.863,Bull Island,3.838,D05,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,3.896103896103896
Semi-D,4.0,3.0,113.3,C1,575000.0,No,No,53.4671038,-6.231641499999999,21.162,15.602,16.776,21.829,10.404,Howth Head,18.06,K67,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-0.8695652173913043
Apartment,2.0,2.0,95.0,C2,975000.0,No,No,53.3245252,-6.2234018,3.907,3.905,4.407,5.11,17.923,Ringsend,2.225,D04,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-1.5384615384615385
Semi-D,4.0,3.0,192.0,Unknown,895000.0,No,No,53.3784259,-6.1618442,7.627,7.611,7.661,7.735,11.076,Bull Island,4.691,D05,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,16.201117318435752
Detached,4.0,1.0,113.0,F,695000.0,No,No,53.23604659999999,-6.1133054,17.738,17.319,18.463,20.68,43.182,Killiney Beach,3.803,D18,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,3.597122302158273
Semi-D,3.0,2.0,83.0,D1,395000.0,No,No,53.4911701,-6.149106300000001,22.364,21.271,22.213,20.039,15.477,Ringsend,23.364,K36,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,9.367088607594937
End of Terrace,3.0,2.0,87.0,E2,585000.0,No,No,53.2917432,-6.1976599,8.862,8.627,8.951,9.537,36.853,Blackrock,2.745,A94,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,11.11111111111111
Terrace,3.0,1.0,58.0,E2,340000.0,No,No,53.3347293,-6.290106,5.896,3.922,3.922,5.042,23.434,Ringsend,5.549,D08,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,8.823529411764707
Bungalow,3.0,1.0,124.0,C3,845000.0,No,No,53.2906414,-6.2158392,8.588,8.373,8.283,12.523,36.164,Blackrock,3.389,A94,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,0.591715976331361
Apartment,2.0,2.0,97.0,C1,445000.0,No,No,53.3690709,-6.2150677,3.741,3.721,3.775,4.087,10.305,Clontarf Seafront,2.612,D03,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,0.0
Semi-D,4.0,2.0,223.0,Unknown,2450000.0,No,No,53.32233,-6.256228399999999,4.549,3.842,4.652,4.749,19.748,Ringsend,3.835,D06,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-8.16326530612245
Semi-D,3.0,1.0,102.0,Unknown,499995.0,No,No,53.3770201,-6.2339071,4.844,4.52,4.869,5.28,7.614,Clontarf Seafront,5.404,D09,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,15.801158011580116
End of Terrace,2.0,2.0,72.0,E2,525000.0,No,No,53.3671831,-6.2259097,2.974,2.988,3.008,3.176,9.59,Clontarf Seafront,2.771,D03,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,3.8095238095238098
Semi-D,3.0,2.0,95.0,D2,595000.0,No,No,53.2877781,-6.2623377,9.263,8.586,9.807,9.729,34.88,Sandymount Strand,7.821,D14,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,2.5210084033613445
Semi-D,3.0,3.0,128.0,Unknown,675000.0,No,Yes,53.4263661,-6.1921194,13.473,12.042,12.005,13.258,7.672,Clontarf Seafront,9.954,K67,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-12.546962962962963
Semi-D,3.0,2.0,184.0,C1,875000.0,No,No,53.281932,-6.1542457,11.728,10.864,11.382,14.338,38.263,Monkstown,2.408,A96,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,9.142857142857142
Semi-D,5.0,4.0,170.0,B1,695000.0,No,No,53.2722489,-6.317132,35.455,11.623,13.133,13.357,27.714,Ringsend,11.853,D16,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,1.4388489208633095
Apartment,2.0,2.0,64.0,B2,495000.0,No,No,53.3428191,-6.2362232,1.499,1.585,1.587,1.845,17.261,Ringsend,0.764,D04,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,14.14141414141414
Semi-D,4.0,2.0,126.0,E2,725000.0,No,No,53.37967039999999,-6.281075299999999,5.282,5.165,5.833,6.33,9.353,Clontarf Seafront,7.024,D11,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,0.0
Semi-D,5.0,4.0,170.0,B1,695000.0,No,No,53.2722489,-6.317132,35.455,11.623,13.133,13.357,27.714,Ringsend,11.853,D16,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,1.4388489208633095
Apartment,2.0,2.0,64.0,B2,495000.0,No,No,53.3428191,-6.2362232,1.499,1.585,1.587,1.845,17.261,Ringsend,0.764,D04,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,14.14141414141414
Apartment,2.0,1.0,67.0,C1,230000.0,No,No,53.5228999,-6.086612499999999,28.799,27.658,29.04,27.03,21.912,Ringsend,29.799,K56,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,32.608695652173914
Duplex,3.0,3.0,112.0,Unknown,400000.0,No,No,53.4040553,-6.1719284,13.731,8.718,8.69,9.319,10.638,Bull Island,7.801,D13,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,4.625
Apartment,1.0,1.0,37.0,D1,229000.0,No,No,53.34003610000001,-6.2738497,4.8,2.549,2.704,2.875,13.87,Ringsend,4.147,D08,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,34.06113537117904
Detached,3.0,2.0,109.0,C2,695000.0,No,No,53.3760887,-6.3778511,21.923,10.481,10.44,11.922,14.182,Ringsend,22.923,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,10.143884892086332
End of Terrace,3.0,1.0,74.0,D1,385000.0,No,No,53.3579182,-6.4438268,27.473,14.757,14.162,14.402,19.732,Ringsend,28.473,K78,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,12.987012987012985
Semi-D,3.0,1.0,95.0,E1,525000.0,No,No,53.3769103,-6.220349499999999,4.619,4.157,4.147,4.383,8.284,Clontarf Seafront,4.454,D09,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,1.5238095238095237
Apartment,1.0,1.0,55.0,Unknown,375000.0,No,No,53.3039439,-6.2041678,7.017,7.024,7.106,8.106,21.721,Blackrock,2.934,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,6.4
End of Terrace,3.0,1.0,81.0,Unknown,275000.0,No,No,53.3928734,-6.310389499999999,8.357,7.426,7.597,8.156,7.12,Ringsend,18.61,D11,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,7.2727272727272725
Terrace,2.0,1.0,62.0,Unknown,525000.0,No,No,53.3124846,-6.227278999999999,5.543,5.573,5.632,6.527,20.146,Sandymount Strand,3.517,D04,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,17.142857142857142
Apartment,1.0,1.0,40.0,E1,275000.0,No,No,53.373784,-6.2370879,3.376,3.41,4.068,4.087,8.421,Clontarf Seafront,4.017,D09,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,9.090909090909092
Terrace,3.0,3.0,110.0,C1,420000.0,No,No,53.34487799999999,-6.434699999999999,28.467,14.345,16.906,16.884,20.727,Ringsend,29.467,K78,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,6.190476190476191
Semi-D,3.0,3.0,100.0,Unknown,430000.0,No,No,53.338752,-6.436202499999999,28.776,14.129,14.553,16.821,21.036,Blackrock,28.883,K78,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,9.30232558139535
Detached,4.0,3.0,140.0,D1,995000.0,No,No,53.2821957,-6.2089453,9.312,9.381,10.117,10.969,35.652,Blackrock,4.112,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,-4.522613065326634
Terrace,3.0,2.0,98.5,D1,495000.0,No,No,53.3665886,-6.3198278,6.173,5.921,6.45,6.44,15.969,Ringsend,8.075,D07,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,5.05050505050505
Semi-D,3.0,1.0,72.0,Unknown,475000.0,No,No,53.289048,-6.2630799,9.378,8.569,9.646,9.594,34.996,Sandymount Strand,7.936,D14,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,20.94736842105263
Apartment,1.0,1.0,44.0,Unknown,290000.0,No,No,53.2592541,-6.2229844,12.175,11.806,11.931,14.499,34.73,Blackrock,7.955,D18,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,8.620689655172415
Detached,4.0,3.0,155.0,E2,1100000.0,No,No,53.3757287,-6.3650842,10.205,9.311,9.264,11.513,13.947,Ringsend,22.687,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,-4.545454545454546
Terrace,5.0,3.0,200.0,D2,1650000.0,No,No,53.321191,-6.2397274,4.316,3.877,4.29,4.743,19.448,Sandymount Strand,3.41,D04,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,23.636363636363637
Terrace,2.0,2.0,75.0,C1,210000.0,No,No,53.6103529,-6.2023939,33.561,32.557,33.339,38.137,26.674,Ringsend,34.561,K32,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,16.666666666666664
Terrace,2.0,1.0,75.0,C1,325000.0,No,No,53.4041001,-6.4376368,26.188,16.694,16.989,20.041,18.448,Ringsend,27.188,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,21.53846153846154
Apartment,2.0,2.0,80.6,C1,425000.0,No,No,53.3425824,-6.3088774,7.516,4.706,5.073,5.1,21.461,Ringsend,8.35,D08,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,19.76470588235294
Detached,4.0,3.0,140.0,E2,795000.0,No,No,53.2814133,-6.2104161,9.599,9.735,10.386,11.768,36.448,Blackrock,4.399,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,10.062893081761008
Apartment,2.0,2.0,80.6,C1,425000.0,No,No,53.3425824,-6.3088774,7.516,4.706,5.073,5.1,21.461,Ringsend,8.35,D08,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,19.76470588235294
Detached,4.0,3.0,140.0,E2,795000.0,No,No,53.2814133,-6.2104161,9.599,9.735,10.386,11.768,36.448,Blackrock,4.399,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,10.062893081761008
Terrace,3.0,1.0,92.0,Unknown,525000.0,No,No,53.3160322,-6.303977799999999,7.479,6.387,6.565,7.042,25.393,Ringsend,6.765,D12,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,5.142857142857142
Apartment,2.0,1.0,55.0,C2,295000.0,No,No,53.34214249999999,-6.2966443,5.756,3.79,3.866,4.159,22.993,Ringsend,5.979,D08,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,23.728813559322035
Apartment,3.0,3.0,93.0,C2,545000.0,No,No,53.27966420000001,-6.1857191,10.352,10.024,10.442,12.524,36.073,Blackrock,3.747,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,3.1192660550458715
Townhouse,3.0,3.0,105.0,Unknown,425000.0,No,No,53.407321,-6.1730469,13.931,9.261,10.136,10.493,10.838,Clontarf Seafront,7.196,D13,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,3.058823529411765
Semi-D,4.0,3.0,119.0,D1,395000.0,No,No,53.3425816,-6.423980299999999,27.514,13.221,13.635,15.546,19.774,Ringsend,28.514,K78,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,14.936708860759493
Apartment,1.0,1.0,48.0,E2,275000.0,No,No,53.3778545,-6.329441099999999,7.845,7.281,7.484,8.739,10.908,Clontarf Seafront,10.399,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,13.090909090909092
Semi-D,3.0,1.0,94.0,E1,375000.0,No,No,53.3975872,-6.3863381,23.044,12.02,12.506,13.691,10.753,Ringsend,24.044,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,6.666666666666667
Semi-D,4.0,2.0,161.0,E1,695000.0,No,No,53.3658274,-6.311836,5.461,5.208,5.635,7.73,16.204,Ringsend,7.363,D07,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,3.597122302158273
Duplex,3.0,3.0,104.0,B3,410000.0,No,No,53.3847233,-6.1718734,7.84,7.801,7.874,7.687,10.68,Bull Island,4.311,D05,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,18.048780487804876
Terrace,2.0,2.0,78.0,C3,575000.0,No,No,53.3162613,-6.2352738,5.974,4.776,4.866,5.781,20.909,Sandymount Strand,5.04,D04,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,19.130434782608695
Detached,4.0,2.0,105.0,E1,550000.0,No,No,53.3891538,-6.384798,22.025,10.93,11.428,11.658,14.285,Ringsend,23.025,D15,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,0.0
Semi-D,4.0,2.0,158.0,F,1495000.0,No,No,53.294971,-6.2058925,7.757,7.729,7.801,8.591,22.488,Blackrock,3.164,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,19.39799331103679
Semi-D,4.0,3.0,141.0,B3,765000.0,No,No,53.2704919,-6.1458015,13.328,12.464,13.331,15.377,43.078,Killiney Beach,3.778,A96,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,6.535947712418301
End of Terrace,3.0,3.0,106.0,C3,465000.0,No,No,53.5836729,-6.1332908,33.64,31.597,32.312,31.233,26.753,Ringsend,34.64,K34,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,-1.0752688172043012
Semi-D,3.0,3.0,105.0,C1,685000.0,No,No,53.2876899,-6.210327899999999,9.603,8.963,9.7,11.908,36.452,Blackrock,4.403,A94,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,15.62043795620438
Apartment,2.0,2.0,63.0,C3,230000.0,No,No,53.337521,-6.381584,27.312,10.069,10.3,9.852,19.572,Ringsend,12.319,D10,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,4.3478260869565215
Semi-D,3.0,2.0,101.0,Unknown,545000.0,No,No,53.2899331,-6.3075332,10.018,9.092,9.103,9.748,26.677,Ringsend,9.304,D16,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,38.53211009174312
Apartment,1.0,1.0,48.0,C1,390000.0,No,No,53.3295582,-6.2598334,3.807,2.974,3.753,3.719,19.591,Ringsend,3.093,D06,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,20.51282051282051
Detached,3.0,2.0,145.0,C2,775000.0,No,No,53.3913596,-6.1127603,12.147,11.283,12.229,11.352,14.557,Howth Head,3.719,D13,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,22.70967741935484
Semi-D,3.0,3.0,161.2,B3,650000.0,No,No,53.3572275,-6.2373943,2.187,1.843,1.862,2.241,14.604,Clontarf Seafront,3.315,D03,-1.0,-1.8369701987210297e-16,-0.848644257494751,0.5289640103269624,15.384615384615385
Detached,5.0,1.0,202.0,F,1825000.0,No,No,53.36300749999999,-6.2013718,4.634,4.561,4.67,4.764,10.779,Clontarf Seafront,0.885,D03,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,0.0
Terrace,2.0,2.0,115.0,E2,1050000.0,No,No,53.3205179,-6.2464773,4.51,3.993,5.125,4.918,19.445,Ringsend,3.608,D06,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,8.095238095238095
Semi-D,3.0,2.0,110.0,G,595000.0,No,No,53.30307029999999,-6.3271481,10.086,8.942,9.369,9.957,26.644,Ringsend,9.372,D6W,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,15.126050420168067
