Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"34 Kingsmill Court, Kings St North, Dublin 7, Dublin 7, Dublin",Apartment,2,2,72.0 m²,C3,—,09/07/2025,"€335,000","€405,000"
"27 Graydon Road, Graydon, Newcastle, Dublin",Semi-D,3,3,116.0 m²,A2,—,09/07/2025,"€480,000","€525,000"
"61 Marlay View, Ballinteer Ave, Dublin 16, Dublin 16, Dublin",Apartment,2,2,75.0 m²,C3,—,09/07/2025,"€445,000","€476,000"
"127 Clifden Court, Ellis Quay, Dublin 7, Dublin 7, Dublin",Apartment,1,1,37.0 m²,C3,—,09/07/2025,"€245,000","€276,000"
"38 Cardy Rock Crescent, Balbriggan, Dublin, Dublin",Terrace,4,2,132.0 m²,B3,—,09/07/2025,"€375,000","€385,000"
"53 Parkvale, Dundrum, Dublin 16, Dublin 16, Dublin",Detached,4,3,166.0 m²,B3,—,09/07/2025,"€995,000","€1,241,880"
"Apt 22 Annaly Close, Ongar Lodge, Ongar Dublin 15, Dublin 15, Dublin",Apartment,2,2,75.8 m²,—,—,09/07/2025,"€265,000","€326,000"
"14 The Park Larch Hill, Santry Dublin 9, Dublin, Dublin 9, Dublin",Apartment,2,1,68.0 m²,—,—,09/07/2025,"€265,000","€305,000"
"Apt 8c, Belfield Court, Stillorgan Rd Dublin 4, Dublin 4, Dublin",Apartment,1,1,52.0 m²,E1,—,09/07/2025,"€325,000","€380,000"
"28 Stonepark Abbey, Rathfarnham, Dublin 14, Dublin 14, Dublin",Bungalow,2,1,72.0 m²,D1,—,09/07/2025,"€485,000","€614,000"
"113 Tudor Lawns, Foxrock, Dublin 18, Dublin 18, Dublin",Terrace,3,2,92.0 m²,D1,—,09/07/2025,"€625,000","€670,000"
"6 Holyrood Park, Dublin 4, Dublin, Dublin 4, Dublin",End of Terrace,3,1,146.7 m²,D2,—,09/07/2025,"€1,295,000","€1,450,000"
"14 Treepark Close, Kilnamanagh, Dublin 24, Dublin 24, Dublin",Semi-D,3,1,85.5 m²,E2,—,09/07/2025,"€425,000","€450,000"
"45 Mccabe Villas, Booterstown, Dublin, Dublin",House,2,1,70.0 m²,D1,—,09/07/2025,"€525,000","€625,000"
"33 Beverly Dr, Scholarstown Rd, Knocklyon Dublin 16, Dublin 16, Dublin",Semi-D,3,2,85.0 m²,D1,—,09/07/2025,"€595,000","€662,000"
"18 Fawn Lodge, Castleknock Rd, Castleknock Dublin 15, Dublin 15, Dublin",Apartment,2,2,91.5 m²,B3,—,09/07/2025,"€535,000","€218,000"
"28 Holywell Park Gorse Hill, Kinsealy, Dublin, Dublin 17, Dublin",Apartment,1,1,41.0 m²,C2,—,09/07/2025,"€225,000","€246,000"
"21 St Kevins Gardens, Dartry, Dublin 6, Dublin 6, Dublin",Detached,4,2,135.0 m²,—,—,09/07/2025,"€1,195,000","€1,385,000"
"4 Glen Garth, The Park, Cabinteely Dublin 18, Dublin 18, Dublin",Detached,4,2,135.0 m²,D1,—,09/07/2025,"€850,000","€890,000"
"62 Balglass Rd, Howth, Dublin, Dublin 13, Dublin",Semi-D,3,2,116.0 m²,D1,—,09/07/2025,"€685,000","€740,000"
"13 Pinewood Ave, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,3,1,108.0 m²,—,—,09/07/2025,"€475,000","€530,000"
"Apt 2 Meryvn Court, Crostwaite Park South, Dun Laoghaire, Dublin",Duplex,2,2,86.0 m²,C2,—,09/07/2025,"€445,000","€510,000"
"Apt 2 Salem House, Salem Court, Maxwell Road, Dublin",Apartment,3,1,54.0 m²,—,—,09/07/2025,"€360,000","€399,000"
"17 Seafield Rd West, Clontarf, Dublin 3, Dublin 3, Dublin",Detached,4,6,373.0 m²,—,—,09/07/2025,"€4,000,000","€3,450,000"
"Merton House, 53 Merton Dr Ranelagh, Dublin 6, Dublin 6, Dublin",Detached,4,3,180.0 m²,D2,—,09/07/2025,"€1,750,000","€1,950,000"
"6 Jugback Terrace Applewood Swords, Dublin, Dublin",Duplex,3,2,84.0 m²,B3,—,09/07/2025,"€360,000","€410,000"
"3 Huntstown Close, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,3,1,80.3 m²,D1,—,09/07/2025,"€325,000","€402,000"
"7 Shackleton Heath, Shackleton Park, Lucan, Dublin",Semi-D,3,3,110.0 m²,—,—,09/07/2025,"€535,000","€570,000"
"59 Innismore, Crumlin, Dublin 12, Dublin 12, Dublin",End of Terrace,3,1,90.0 m²,C3,—,10/07/2025,"€425,000","€570,000"
"29 Clonard Dr, Dundrum, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,137.0 m²,E2,—,10/07/2025,"€725,000","€785,000"
"18 Farmleigh Park, Farmleigh Woods, Castleknock Dublin 15, Dublin 15, Dublin",Terrace,5,4,213.0 m²,B2,—,10/07/2025,"€1,175,000","€1,150,000"
"Apt 157, Seamount, Stillorgan Rd, Dublin",Apartment,3,2,89.0 m²,B3,—,10/07/2025,"€595,000","€660,000"
"Sandy Hills, South Shore Rd, Rush, Dublin",Detached,4,2,152.5 m²,C2,—,10/07/2025,"€680,000","€717,617"
"17 Grange Abbey Grove, Baldoyle, Dublin 13, Dublin 13, Dublin",Semi-D,3,1,100.0 m²,C3,—,10/07/2025,"€465,000","€475,000"
"52 Parkview, River Rd, Ashtown Dublin 15, Dublin 15, Dublin",Duplex,2,2,85.0 m²,—,—,10/07/2025,"€390,000","€420,000"
"52 Bridesglen Ave, Swords, Dublin, Dublin",Semi-D,4,3,114.0 m²,C1,—,10/07/2025,"€515,000","€500,000"
"32 Clarendon Hall, Aungier Street, Dublin 2, Dublin",Apartment,2,1,57.0 m²,B3,—,10/07/2025,"€395,000","€505,000"
"49 Melville View Cityside, Jamestown Rd, Meakestown Dublin 11, Dublin 11, Dublin",Duplex,3,3,110.0 m²,B2,—,10/07/2025,"€335,000","€380,000"
"214 St Attracta Rd, Cabra, Dublin 7, Dublin 7, Dublin",Terrace,2,1,68.0 m²,D1,—,10/07/2025,"€395,000","€420,000"
"120 Tolka Est, Glasnevin, Dublin 11, Dublin 11, Dublin",End of Terrace,4,—,126.0 m²,E1,—,10/07/2025,"€575,000","€615,000"
"45 Riversdale Green, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,2,1,72.2 m²,D1,—,10/07/2025,"€330,000","€340,000"
"12 Stella Gardens, Irishtown, Dublin 4, Dublin 11, Dublin",Bungalow,2,1,67.0 m²,E1,—,10/07/2025,"€545,000","€585,000"
"16 Cuil Duin View, Cuil Duin, Citywest, Dublin 24, Dublin",Townhouse,4,3,145.0 m²,A2,—,10/07/2025,"€460,000","€513,000"
"36 Castleknock Grange, Castleknock, Dublin 15, Dublin 15, Dublin",Semi-D,4,3,104.0 m²,C3,—,10/07/2025,"€615,000","€615,000"
"98 Lr Kilmacud Rd, Stillorgan, Dublin, Dublin",Semi-D,4,2,178.0 m²,E1,—,10/07/2025,"€925,000","€1,187,000"
"25 Maretimo Gardens East, Blackrock, Dublin, Dublin",Semi-D,4,2,154.0 m²,E1,—,10/07/2025,"€1,250,000","€1,742,710"
"10 Dunstaffnage Hall, St Bridgits Church Rd, Stillorgan, Dublin",Semi-D,4,4,131.0 m²,C1,—,10/07/2025,"€895,000","€1,020,000"
"Apt 9, 10 Nelson St, Dublin 7, Dublin 7, Dublin",Apartment,2,1,47.0 m²,D1,—,10/07/2025,"€265,000","€297,000"
"27 Ashcroft, Raheny, Dublin 5, Dublin 5, Dublin",End of Terrace,3,2,91.0 m²,C2,—,10/07/2025,"€495,000","€520,000"
"66 Adamstown Ave, Adamstown, Lucan, Dublin",Apartment,3,3,111.0 m²,B2,—,10/07/2025,"€369,000","€415,000"
"Shamrock Cottage, Barnhill Rd, Dalkey, Dublin",Detached,4,3,176.0 m²,C3,—,10/07/2025,"€1,350,000","€1,300,000"
"6 Hawthorn Manor, Blackrock, Dublin, Dublin",Townhouse,3,2,78.0 m²,B3,—,10/07/2025,"€635,000","€705,000"
"63 Cherrywood Ave, Clondalkin, Dublin 22, Dublin 22, Dublin",Bungalow,3,1,63.0 m²,F,—,10/07/2025,"€355,000","€405,000"
"88 Bayside Crescent, Sutton, Dublin 13, Dublin 13, Dublin",Terrace,3,1,70.0 m²,—,—,10/07/2025,"€450,000","€448,035"
"159 Corrib Rd, Terenure, Dublin 6w, Dublin",End of Terrace,3,1,73.0 m²,F,—,10/07/2025,"€525,000","€713,000"
"14 Monastery Heath Avenue, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,5,3,160.0 m²,—,—,10/07/2025,"€575,000","€630,000"
"11 Fortunes Walk, City Park, Citywest, Dublin 24, Dublin",Apartment,2,2,68.0 m²,—,—,10/07/2025,"€259,000","€270,000*"
"7 Birch Dale, Westminster Park, Foxrock Dublin 18, Dublin 18, Dublin",Semi-D,4,2,107.0 m²,C3,—,10/07/2025,"€750,000","€810,000"
"Ashleigh Cottage, Stillorgan Park, Blackrock, Dublin",Detached,4,2,176.0 m²,D2,—,10/07/2025,"€1,150,000","€1,225,500"
"42 Limekiln Rd, Perrystown, Dublin 12, Dublin 12, Dublin",Semi-D,4,1,101.8 m²,E1,—,10/07/2025,"€575,000","€575,000"
"24 Beaufield Manor, Stillorgan, Dublin, Dublin",Terrace,2,1,62.0 m²,D1,—,10/07/2025,"€475,000","€495,000"
"18 Luttrelstown Rise, Luttrelstown, Dublin 15, Dublin 15, Dublin",Semi-D,3,2,88.0 m²,C1,—,10/07/2025,"€500,000","€520,000"
"31 Churchwell Mews, Belmayne, Dublin 13, Dublin 13, Dublin",Duplex,4,3,186.0 m²,—,—,10/07/2025,"€450,000","€450,000"
"324 Bachelors Walk, Dublin 1, Dublin 1, Dublin",Apartment,1,1,32.0 m²,C3,—,10/07/2025,"€250,000","€290,000"
"6 Harolds Cross Cottages, Harolds Cross, Dublin 6w, Dublin 6, Dublin",Bungalow,1,1,39.0 m²,E1,—,10/07/2025,"€300,000","€340,000"
"34 St Andrews Pk, Swords, Dublin, Dublin",Detached,5,3,167.0 m²,B3,—,10/07/2025,"€795,000","€850,000"
"42 Broadfield Ave, Kilteel Rd, Rathcoole, Dublin 24, Dublin",Terrace,2,1,60.0 m²,C3,—,10/07/2025,"€295,000","€325,000"
"126 Broombridge Rd, Carra, Dublin 7, Dublin 7, Dublin",Semi-D,2,1,58.0 m²,B2,—,10/07/2025,"€395,000","€465,000"
"41 Stillorgan Park, Blackrock, Dublin, Dublin",Semi-D,5,4,286.0 m²,C3,—,10/07/2025,"€2,395,000","€2,806,000"
"3 Casimir Court, Harolds Cross, Dublin 6, Dublin",Terrace,2,1,60.0 m²,C3,—,10/07/2025,"€545,000","€587,000"
"Apt 154 The Links, Elm Park, Dublin 4, Dublin",Apartment,3,3,144.0 m²,—,—,10/07/2025,"€825,000","€825,000"
"10 Stratton Vale, Adamstown Square, Lucan, Dublin",End of Terrace,4,3,131.0 m²,A3,—,10/07/2025,"€565,000","€565,000"
"21 Brabazon Sq, Gray St, Dublin 8, Dublin 8, Dublin",Bungalow,1,1,35.0 m²,F,—,11/07/2025,"€320,000","€330,000"
"475 Griffith Ave, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,4,3,169.0 m²,D2,—,11/07/2025,"€925,000","€1,010,000"
"25 Phoenix Street, Dublin 10, Dublin",Terrace,1,1,42.0 m²,D2,—,11/07/2025,"€315,000","€307,000"
"5 Ardglas, Sandyford Road, Dublin 16, Dublin 16, Dublin",Detached,5,3,162.0 m²,C1,—,11/07/2025,"€950,000","€1,162,000"
"3 Ballyboden Rd, Rathfarnham, Dublin 14, Dublin 14, Dublin",End of Terrace,3,1,76.0 m²,F,—,11/07/2025,"€495,000","€617,000"
"291 Captains Rd, Crumlin, Dublin 12, Dublin 12, Dublin",End of Terrace,3,2,76.0 m²,G,—,11/07/2025,"€450,000","€451,000"
"Apt 12, Portobello Dock, Portobello Dublin 8, Dublin 15, Dublin",Property,2,2,—,B3,—,11/07/2025,"€400,000","€470,000"
"72 Ramillies Road, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,2,1,68.0 m²,B3,—,11/07/2025,"€270,000","€322,352"
"49 Tuansgate, Belgard Sq, Tallaght Dublin 24, Dublin 24, Dublin",Apartment,1,1,42.0 m²,C2,—,11/07/2025,"€215,000","€215,000"
"13a Darling Estate, Navan Road, Dublin, Dublin",Detached,3,3,120.0 m²,—,—,11/07/2025,"€725,000","€763,000"
"13 Woodbine Rd, Blackrock, Dublin, Dublin",Detached,5,3,198.0 m²,E1,—,11/07/2025,"€1,795,000","€1,930,000"
"17 Glen Court, Stepaside Park, Stepaside Dublin 18, Dublin 18, Dublin",Semi-D,2,2,106.0 m²,C2,—,11/07/2025,"€495,000","€550,000"
"65 The Casino, Malahide, Dublin, Dublin",Apartment,2,2,83.0 m²,B3,—,11/07/2025,"€645,000","€630,000"
"Apt 40, St Lukes Gate, The Coombe, Dublin 8, Dublin",Apartment,2,2,90.0 m²,C3,—,11/07/2025,"€525,000","€682,000"
"2 Dodderbrook Park, Dodderbook, Oldcourt Road, Dublin 24, Dublin",Semi-D,4,4,149.0 m²,A3,—,11/07/2025,"€625,000","€703,000"
"56 Hollywell Wood, Kinsealy, Swords, Dublin",Terrace,1,1,43.0 m²,C1,—,11/07/2025,"€195,000","€220,000"
"71 Granitefield, Dun Laoghaire, Dublin, Dublin",Semi-D,3,1,102.0 m²,C1,—,11/07/2025,"€674,950","€700,000"
"117 Boot Rd, Clondalkin, Dublin 22, Dublin 22, Dublin",End of Terrace,4,2,118.0 m²,—,—,11/07/2025,"€390,000","€500,000"
"116 Walsh Rd, Drumcondra, Dublin 9, Dublin 9, Dublin",End of Terrace,3,2,82.0 m²,C3,—,11/07/2025,"€585,000","€625,000"
"6 Old Street, Malahide, Co. Dublin, Dublin",Terrace,3,1,90.0 m²,G,—,11/07/2025,"€550,000","€540,000"
"Apt 6, Lynton Court, Ballsbridge Dublin 4, Dublin 4, Dublin",Apartment,3,2,132.0 m²,C1,—,11/07/2025,"€785,000","€778,000"
"115 Melvin Rd, Terenure, Dublin 6, Dublin",Terrace,2,1,74.0 m²,B3,—,11/07/2025,"€550,000","€690,000"
"83 Ardcollum Ave, Artane, Dublin 5, Dublin 5, Dublin",Semi-D,3,1,90.0 m²,—,—,11/07/2025,"€395,000","€480,000"
"60 Annadale Dr, Marino, Dublin 9, Dublin 9, Dublin",Terrace,3,2,114.0 m²,D1,—,11/07/2025,"€495,000","€520,000"
"Apartment 16 The Ivory Building, Hanover Street East, Sir John Rogersons Quay, Dublin 2, Dublin",Apartment,2,—,71.0 m²,C1,—,11/07/2025,"€495,000","€545,000"
"114 Fancourt Heights, Balbriggan, Dublin, Dublin",Semi-D,4,2,128.0 m²,D2,—,11/07/2025,"€435,000","€464,000"
"35 Dodder View, Ballsbridge, Dublin 4, Dublin 4, Dublin",Terrace,4,3,97.0 m²,B1,—,11/07/2025,"€850,000","€930,000"
"23 Earlsfort Meadows, Lucan, Dublin, Dublin",Semi-D,3,3,102.0 m²,—,—,11/07/2025,"€385,000","€440,000"
"38 Ardmore Close, Artane, Dublin 5, Dublin 5, Dublin",End of Terrace,3,1,90.0 m²,F,—,11/07/2025,"€395,000","€465,000"
"10 Walsh Rd, Drumcondra, Dublin 9, Dublin 9, Dublin",House,3,2,101.0 m²,C2,—,11/07/2025,"€649,000","€730,000"
"2 Whitton Avenue, Clondalkin, Dublin 22, Dublin",Semi-D,4,4,158.0 m²,—,—,11/07/2025,"€490,000","€525,000"
"1 Luttrellstown Dr, Castleknock, Dublin 15, Dublin 15, Dublin",Semi-D,3,2,105.0 m²,C3,—,11/07/2025,"€495,000","€625,000"
"Apt.3 - Blackthorn Hall, Ticknock Hill, Sandyford, Dublin",Apartment,2,2,90.0 m²,B3,—,11/07/2025,"€395,000","€400,000"
"37 Tamarisk Lawn, Kilnamanagh, Dublin 24, Dublin 24, Dublin",Semi-D,3,2,110.0 m²,—,—,11/07/2025,"€420,000","€510,000"
"35 Brooklawn Ave, Blackrock, Dublin, Dublin",Terrace,2,1,63.0 m²,—,—,11/07/2025,"€475,000","€531,500"
"18 Clonshaugh Drive, Clonshaugh, Dublin 17, Dublin 17, Dublin",Semi-D,3,1,85.0 m²,D1,—,11/07/2025,"€360,000","€380,000"
"36 Sycamore Ave, Carpenterstown, Castleknock Dublin 15, Dublin 15, Dublin",Semi-D,5,3,210.0 m²,C1,—,11/07/2025,"€845,000","€999,100"
"221 Block F, New Seskin Court, Tallaght Dublin 24, Dublin 24, Dublin",Apartment,2,2,51.0 m²,D2,—,11/07/2025,"€275,000","€290,000"
"159 The Berkeley Block, Pembroke Square, Grand Canal Street, Dublin 4, Dublin",Apartment,3,2,80.0 m²,B2,—,11/07/2025,"€575,000","€603,000"
"33 Bayview Avenue, North Strand Road, Dublin 3, Dublin 3, Dublin",Terrace,1,1,51.0 m²,—,—,11/07/2025,"€375,000","€395,000"
"69 Cedarbrook Walk, Cherryorchard, Dublin 10, Dublin 10, Dublin",Apartment,1,1,52.0 m²,—,—,11/07/2025,"€190,000","€200,000"
"13 Turnbury House, Ridgewood, Swords, Dublin",Apartment,2,2,72.0 m²,C3,—,11/07/2025,"€325,000","€341,000"
"68 Home Farm Rd, Drumcondra, Dublin 9, Dublin 9, Dublin",House,4,2,140.0 m²,B1,—,11/07/2025,"€895,000","€1,050,000"
"43 Carrigmore Crescent, Citywest, Dublin, Dublin 24, Dublin",Apartment,3,2,93.0 m²,—,—,11/07/2025,"€285,000","€250,000"
"9 Dalriada Court, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,3,4,132.0 m²,B3,—,11/07/2025,"€565,000","€593,000"
"31 Mc Auley Drive, Artane, Dublin 5, Dublin 5, Dublin",Terrace,3,1,84.0 m²,D2,—,11/07/2025,"€365,000","€427,000"
"49 Watson Dr, Killiney, Dublin, Dublin",Semi-D,4,2,129.0 m²,E1,—,11/07/2025,"€724,950","€800,000"
"1 Linden Lea Park, Stillorgan, Dublin",Bungalow,3,2,122.0 m²,C3,—,11/07/2025,"€825,000","€925,000"
"134 Holywell, Goatstown, Dublin 14, Dublin 14, Dublin",Terrace,3,3,91.7 m²,D2,—,11/07/2025,"€725,000","€790,000"
"7 The Sycamore, Hazeldene, Anglesea Road, Dublin 4, Dublin",Apartment,3,3,157.0 m²,C1,—,11/07/2025,"€1,050,000","€1,025,000"
"1 Broadfield Dr, Rathcoole, Dublin, Dublin 24, Dublin",Semi-D,4,4,155.0 m²,—,—,11/07/2025,"€545,000","€600,000"
"33 Hampton, Santry Cross, Ballymun Dublin 9, Dublin 11, Dublin",Apartment,2,2,74.0 m²,D2,—,11/07/2025,"€240,000","€255,000"
"18 Emmet Rd, Inchicore, Dublin 8, Dublin 8, Dublin",End of Terrace,2,1,67.0 m²,E2,—,11/07/2025,"€550,000","€463,000"
"78a Vernon Ave, Clontarf, Dublin, Dublin 3, Dublin",Semi-D,4,4,227.5 m²,B3,—,11/07/2025,"€1,050,000","€1,200,000"
"2 Mount Eustace Avenue, Tyrellstown, Dublin 15, Dublin 15, Dublin",Terrace,2,2,67.0 m²,B3,—,11/07/2025,"€330,000","€355,000"
"1 Moylaragh Park, Balbriggan, Dublin, Dublin",Terrace,3,3,98.0 m²,B3,—,11/07/2025,"€295,000","€331,000"
"12 Earlsfort Rd, Lucan, Dublin, Dublin",Semi-D,4,3,98.0 m²,—,—,11/07/2025,"€415,000","€425,000"
"64 River Vale, River Rd, Rathborne Dublin 15, Dublin 15, Dublin",Duplex,2,2,99.0 m²,C2,—,11/07/2025,"€395,000","€395,000"
"57 Chieftains Rd, Chieftains Way, Balbriggan, Dublin",Detached,3,3,105.0 m²,C1,—,11/07/2025,"€375,000","€400,000"
"14 Haddington Place, Ballsbridge, Dublin, Dublin 4, Dublin",Detached,4,4,290.0 m²,C2,—,11/07/2025,"€1,595,000","€1,550,000"
"2 Church Row, East Wall, Dublin 3, Dublin 3, Dublin",Terrace,2,1,55.0 m²,—,—,11/07/2025,"€295,000","€370,000"
"8 Goldsmith Street, Phibsborough, Dublin 7, Dublin",Terrace,4,2,117.0 m²,D2,—,12/07/2025,"€525,000","€549,000"
"59a Jamestown Ave, Inchicore, Dublin 8, Dublin 8, Dublin",Terrace,3,2,91.0 m²,B3,—,12/07/2025,"€370,000","€480,000"
"23 College Park, Terenure, Dublin 6w, Dublin",Semi-D,4,2,108.0 m²,E2,—,14/07/2025,"€695,000","€770,000"
"58 The Lighthouse, Church Rd, East Wall Dublin 3, Dublin 3, Dublin",Apartment,1,1,52.0 m²,C2,—,14/07/2025,"€275,000","€306,000"
"37 Castlegrange Sq, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,2,2,66.0 m²,—,—,14/07/2025,"€299,950","€310,000"
"27 Tyrrelstown Way, Tyrrelstown, Dublin 15, Dublin 15, Dublin",Detached,4,4,145.0 m²,—,—,14/07/2025,"€430,000","€475,000"
"Araglen, 157 Greenlea Rd, Terenure Dublin 6w, Dublin",Semi-D,4,2,156.0 m²,F,—,14/07/2025,"€850,000","€1,125,000"
"Apartment 16, Earlscourt, Reuben Street, Dublin 8, Dublin",Apartment,2,2,76.0 m²,C2,—,14/07/2025,"€315,000","€403,000"
"12 Moorings Cove, Balbriggan St, Skerries, Dublin",Apartment,2,1,60.0 m²,D2,—,14/07/2025,"€310,000","€325,000"
"107 Rathfarnham Rd, Dublin 14, Dublin, Dublin 14, Dublin",Semi-D,4,2,150.0 m²,B1,—,14/07/2025,"€895,000","€1,140,000"
"503 Collins Ave, Whitehall, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,135.0 m²,—,—,14/07/2025,"€650,000","€692,000"
"Apt 8 Kavanahg Hall, Collegewood, Castleknock, Dublin 15, Dublin",Property,2,2,—,B3,—,14/07/2025,"€360,000","€390,000"
"20 Willow Wood Rise, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,3,2,100.0 m²,C2,—,14/07/2025,"€340,000","€395,000"
"10 Brookvale, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,4,1,131.0 m²,C2,—,14/07/2025,"€795,000","€890,000"
"24 Chelmsford Lane, Dublin 6, Dublin, Dublin 6, Dublin",End of Terrace,3,2,73.0 m²,D2,—,14/07/2025,"€775,000","€770,000"
"232 Larkhill Rd, Whitehall, Dublin 9, Dublin 9, Dublin",Terrace,2,1,61.0 m²,C3,—,14/07/2025,"€385,000","€410,000"
"8 Beechfield Court, Clonee, Dublin 15, Dublin 15, Dublin",Terrace,2,1,71.0 m²,C1,—,14/07/2025,"€370,000","€373,000"
"25 Cameron Sq, Kilmainham, Dublin 8, Dublin 8, Dublin",Terrace,2,1,76.0 m²,E2,—,14/07/2025,"€405,000","€407,000"
"139 Swords Road, Whitehall, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,112.0 m²,F,—,14/07/2025,"€590,000","€695,000"
"80 Ramleh Park, Milltown, Dublin 6, Dublin 6, Dublin",Semi-D,4,2,120.0 m²,D1,—,14/07/2025,"€1,100,000","€1,175,244"
"18 Ashington Ave, Navan Rd, Dublin 7, Dublin 7, Dublin",Semi-D,3,3,110.5 m²,B3,—,14/07/2025,"€595,000","€659,000"
"94 Sandyford View, Blackglen Rd, Sandyford Dublin 18, Dublin 18, Dublin",Apartment,1,1,43.0 m²,D1,—,14/07/2025,"€285,000","€287,500"
"296 Temple Court, Parklands, Northwood Dublin 9, Dublin 9, Dublin",Apartment,3,2,87.0 m²,B2,—,14/07/2025,"€350,000","€425,000"
"89 Maplewood Park, Springfield, Tallaght Dublin 24, Dublin 24, Dublin",End of Terrace,3,2,84.0 m²,—,—,14/07/2025,"€345,000","€24,000*"
"14 Mercer Place, Mercer Vale, Cherrywood, Dublin 18, Dublin",Duplex,3,3,121.0 m²,A2,—,14/07/2025,"€600,000","€666,000"
"11 Fortfield Ave, Terenure, Dublin 6w, Dublin",Semi-D,4,2,180.0 m²,E2,—,14/07/2025,"€1,100,000","€1,190,000"
"4 Montrose Grove, Artane, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,103.0 m²,—,—,14/07/2025,"€485,000","€523,000"
"21 Sorrell Hall, Ticknock Hill Sandyford, Dublin 18, Dublin 18, Dublin",Apartment,2,2,84.0 m²,—,—,14/07/2025,"€395,000","€416,000"
"144 St James Road, Greenhills, Dublin 12, Dublin 12, Dublin",End of Terrace,3,1,107.0 m²,—,—,14/07/2025,"€475,000","€500,000"
"33 Lymewood Mews, Santry Demesne, Santry Dublin 9, Dublin 9, Dublin",Apartment,2,2,75.0 m²,B3,—,14/07/2025,"€330,000","€352,000"
"72 Pinebrook Vale, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,4,2,163.0 m²,C1,—,14/07/2025,"€550,000","€560,000"
"19 St Michaels Terrace, Blackpitts, Dublin 8, Dublin 8, Dublin",Terrace,2,1,47.0 m²,G,—,14/07/2025,"€395,000","€409,500"
"14 St Thomas Road, Mount Merrion, Blackrock, Dublin",Semi-D,4,1,147.0 m²,D2,—,14/07/2025,"€1,100,000","€1,750,000"
"101 Garville Lane, Rathgar, Dublin, Dublin 6, Dublin",End of Terrace,3,3,124.0 m²,C1,—,14/07/2025,"€750,000","€760,000"
"36 Bawnlea Green, Jobstown, Tallaght Dublin 24, Dublin 24, Dublin",End of Terrace,3,1,83.0 m²,—,—,14/07/2025,"€275,000","€294,000"
"24 College Park Way, Ballinteer, Dublin 16, Dublin 16, Dublin",Semi-D,3,3,148.0 m²,C2,—,14/07/2025,"€795,000","€900,000"
"26 Harolds Cross Cottages, Harolds Cross, Dublin 6, Dublin 6, Dublin",Terrace,2,2,58.0 m²,C2,—,14/07/2025,"€505,000","€565,000"
"324 Virginia Heights, Tallaght, Dublin 24, Dublin 24, Dublin",Semi-D,3,1,113.0 m²,—,—,14/07/2025,"€350,000","€350,000"
"26 Woodstown Gardens, Woodstown Village, Knocklyon, Dublin 16, Dublin",Semi-D,4,3,114.0 m²,C1,—,14/07/2025,"€575,000","€635,000"
"4 Herbert Park, Donnybrook, Dublin 4, Dublin 4, Dublin",Semi-D,5,4,335.0 m²,—,—,14/07/2025,"€2,250,000","€2,526,544"
