Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"3 Churchwell Rd, Belmayne, Malahide Rd, Dublin 13, Dublin",Duplex,4,2,139.0 m²,B2,—,17/09/2025,"€450,000","€455,000"
"84a Pinewoods, Clondalkin, Dublin 22, Dublin 22, Dublin",End of Terrace,3,3,98.0 m²,—,—,17/09/2025,"€365,000","€433,000"
"89 New Ireland Rd, Rialto, Dublin 8, Dublin 8, Dublin",Terrace,3,2,138.0 m²,C3,—,17/09/2025,"€595,000","€701,000"
"221 Olcovar, Dublin Rd, Shankill, Dublin 18, Dublin",Apartment,2,2,80.2 m²,C1,2006,17/09/2025,"€425,000","€445,000"
"9 Carrigmore Lawns, Citywest, Saggart, Dublin 24, Dublin",Duplex,3,3,107.8 m²,B3,2002,17/09/2025,"€235,000","€425,000"
"3 Burgage Green, Newcastle Lyons, Newcastle, Dublin 22, Dublin",Apartment,1,1,36.0 m²,—,—,18/09/2025,"€215,000","€270,000"
"54 Glencloy Rd, Whitehall, Dublin 9, Dublin 9, Dublin",Terrace,2,1,62.0 m²,E1,—,18/09/2025,"€350,000","€418,000"
"6 Drummond Place, Harolds Cross, Dublin 6, Dublin 6, Dublin",Terrace,2,1,59.0 m²,D2,—,18/09/2025,"€495,000","€550,000"
"40 Foxfield Rd, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,132.0 m²,D2,—,18/09/2025,"€670,000","€830,000"
"188 Bracken Hill, Sandyford, Dublin 18, Dublin 18, Dublin",Apartment,2,2,72.0 m²,C1,—,18/09/2025,"€365,000","€365,000"
"12 Rowan House, Silverbanks, The Coast, Dublin 13, Dublin",Apartment,3,2,110.0 m²,A3,—,18/09/2025,"€695,000","€685,000"
"73 St Anne's Square, Portmarnock, Co Dublin, Dublin 13, Dublin",End of Terrace,3,1,75.0 m²,F,—,18/09/2025,"€525,000","€532,500"
"55 Kimmage Grove, Harolds Cross, Dublin 6w, Dublin",Terrace,3,1,80.0 m²,D1,—,18/09/2025,"€525,000","€557,000"
"Apartment 23, Castleforbes Square, Dublin 1, Dublin 1, Dublin",Apartment,2,2,82.0 m²,—,—,18/09/2025,"€495,000","€495,000"
"5 Moyville Lawns, Ballyboden, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,147.0 m²,E2,—,18/09/2025,"€675,000","€675,000"
"36a Ring Terrace, Inchicore, Dublin, Dublin 8, Dublin",End of Terrace,2,2,63.0 m²,C2,—,18/09/2025,"€440,000","€440,000"
"Apartment 54, Elmfield Court, Ninth Lock Road, Dublin",Apartment,2,1,69.0 m²,C3,—,18/09/2025,"€225,000","€281,000"
"3 The Orchard, Oldtown, Dublin, Dublin",Detached,5,5,227.0 m²,C3,—,18/09/2025,"€710,000","€700,000"
"15 Greenwood Drive, Kinsealy, Co.dublin, Dublin 13, Dublin",Detached,4,3,226.0 m²,—,—,18/09/2025,"€995,000","€985,000"
"207 Collins Ave, Whitehall, Dublin 9, Dublin 9, Dublin",Semi-D,5,3,198.6 m²,D2,—,18/09/2025,"€795,000","€900,000"
"40 Portland Lock, Portland Place, Dublin 1, Dublin 1, Dublin",Apartment,1,1,50.0 m²,C2,—,18/09/2025,"€240,000","€256,000"
"62 Abbottstown Aveune, Finglas West, Dublin 11, Dublin 11, Dublin",Terrace,3,1,84.0 m²,—,—,18/09/2025,"€265,000","€300,000"
"49 Coolatree Park, Beaumont, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,116.0 m²,C3,—,18/09/2025,"€495,000","€581,500"
"21 Seafort Villas, Sandymount, Dublin, Dublin 4, Dublin",Terrace,2,2,64.0 m²,B3,—,18/09/2025,"€675,000","€730,000"
"26 Greenfort Crescent, Quarryvale, Clondalkin Dublin 22, Dublin 22, Dublin",Detached,3,1,80.0 m²,—,—,18/09/2025,"€275,000","€350,000"
"37 Bramblefield View, Clonee, Dublin 15, Dublin 15, Dublin",Semi-D,3,3,141.0 m²,C1,—,18/09/2025,"€470,000","€505,000"
"14 Coppinger Wood, Stillorgan Park, Blackrock, Dublin",Detached,3,3,168.0 m²,D2,—,18/09/2025,"€985,000","€1,050,000"
"2 Herbert Green, Serpentine Ave, Ballsbridge Dublin 4, Dublin 4, Dublin",Terrace,3,1,80.0 m²,D1,—,18/09/2025,"€595,000","€690,000"
"153 Swords Rd, Whitehall, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,125.0 m²,D2,—,18/09/2025,"€635,000","€750,000"
"3 Cloonlara Rd, Finglas South, Dublin 11, Dublin 11, Dublin",Terrace,3,1,71.0 m²,—,—,18/09/2025,"€225,000","€330,000"
"172 Le Fanu Rd, Dublin 10, Dublin, Dublin 10, Dublin",Terrace,3,2,71.0 m²,—,—,18/09/2025,"€325,000","€370,000"
"13 Riverside Park, Clonsaugh Rd, Dublin 17, Dublin 17, Dublin",House,3,1,114.0 m²,D1,—,18/09/2025,"€425,000","€502,500"
"5 Ostman Place, Manor St, Dublin 7, Dublin 7, Dublin",Terrace,2,1,50.0 m²,G,—,18/09/2025,"€300,000","€312,500"
"92 Rath Gael Deansrath, Clondalkin Dublin 22, Dublin, Dublin 22, Dublin",Apartment,2,1,61.0 m²,—,—,18/09/2025,"€225,000","€250,000"
"76 Moylaragh Crescent, Balbriggan, Dublin, Dublin",Terrace,2,3,75.0 m²,—,—,18/09/2025,"€295,000","€285,000"
"Apt 9, 3 Beau Park St, Clongriffin Dublin 13, Dublin 13, Dublin",Apartment,2,2,100.0 m²,D2,—,18/09/2025,"€375,000","€446,000"
"57 Brighton Wood, Foxrock, Dublin 18, Dublin 18, Dublin",Apartment,2,2,95.0 m²,A2,—,18/09/2025,"€650,000","€685,000"
"Kiltipper Rd, Tallaght, Dublin 24, Dublin 24, Dublin",Detached,4,2,161.0 m²,C2,—,18/09/2025,"€750,000","€735,000"
"24 Ridgeford, Sandyford Rd, Dundrum Dublin 16, Dublin 16, Dublin",Apartment,2,2,77.0 m²,C2,—,18/09/2025,"€475,000","€522,000"
"37 Bramblefield View, Clonee, Dublin 15, Dublin 15, Dublin",Semi-D,3,3,141.0 m²,C1,—,18/09/2025,"€470,000","€505,000"
"272 Howth Rd, Killester, Dublin 5, Dublin 5, Dublin",Detached,4,4,294.0 m²,C2,—,18/09/2025,"€1,555,000","€1,555,000"
"37 Russell Ave, Drumcondra, Dublin 9, Dublin 3, Dublin",Terrace,2,1,88.0 m²,E1,—,18/09/2025,"€450,000","€500,000"
"11 Berwick Hall, Churchtown, Dublin 14, Dublin 14, Dublin",Terrace,3,2,94.0 m²,C2,—,18/09/2025,"€595,000","€630,000"
"51 Foxwood, Swords, Co Dublin, Dublin",Semi-D,3,1,97.0 m²,D2,—,18/09/2025,"€410,000","€415,000"
"57 Dun Emer Way, Lusk, Dublin, Dublin",Semi-D,3,3,102.2 m²,C1,—,18/09/2025,"€385,000","€440,000"
"6 Finnspark, Finnstown Cloisters, Lucan, Dublin",Semi-D,3,3,99.0 m²,D1,—,18/09/2025,"€465,000","€570,000"
"29 Birch Grove, Kill Ave, Dun Laoghaire, Dublin",Semi-D,3,2,110.0 m²,E1,—,18/09/2025,"€595,000","€620,000"
"15 Oldcourt View, Firhouse, Dublin 24, Dublin 24, Dublin",Semi-D,4,2,105.0 m²,—,—,18/09/2025,"€475,000","€485,000"
"Apartment 4 Block B, Ballymount Square, Walkinstown, Dublin 12, Dublin",Apartment,2,2,62.0 m²,C2,—,18/09/2025,"€300,000","€351,000"
"68 The Ramparts, Loughlinstown, Dublin 18, Dublin",Apartment,2,2,80.0 m²,C2,—,18/09/2025,"€350,000","€365,000"
"Apartment 15, One Springfield Park, Dublin 18, Dublin",Apartment,3,2,127.0 m²,A2,—,18/09/2025,"€850,000","€820,000"
"86 Landscape Park, Churchtown, Dublin, Dublin 14, Dublin",Semi-D,3,1,103.0 m²,E2,—,18/09/2025,"€850,000","€810,000"
"Beacon Lodge, Skidoo, Ballyboughal, Dublin",Detached,5,4,410.0 m²,B3,—,18/09/2025,"€1,100,000","€1,150,000"
"7 Somerton Crescent, Newcastle Road, Lucan, Dublin",Semi-D,5,4,205.0 m²,A2,—,18/09/2025,"€775,000","€815,000"
"7 Engleberg Court, Lower Mountain Road, Dun Laoghaire, Dublin",Semi-D,2,3,100.0 m²,D1,—,18/09/2025,"€645,000","€610,000"
"92 Ventry Park, Cabra West, Dublin 7, Dublin 7, Dublin",Terrace,2,3,70.0 m²,C1,—,18/09/2025,"€410,000","€435,000"
"1 Edwin Terrace, Mellifont Ave, Dun Laoghaire, Dublin",Apartment,2,1,60.0 m²,D1,—,18/09/2025,"€495,000","€601,000"
"10 Belfry Crescent, Citywest, Dublin 24, Dublin 24, Dublin",End of Terrace,3,3,88.0 m²,—,—,18/09/2025,"€385,000","€438,000"
"158 Castleforbes Sq, Castleforbes Rd, Dublin 1, Dublin 1, Dublin",Apartment,2,1,70.0 m²,—,—,19/09/2025,"€415,000","€440,000"
"56 Landscape Road, Churchtown, Dublin 14, Dublin 14, Dublin",Semi-D,4,1,121.0 m²,E1,—,19/09/2025,"€895,000","€873,000"
"1 Beverly Downs, Beverly Court, Knocklyon Dublin 16, Dublin 16, Dublin",Semi-D,4,3,130.0 m²,B3,—,19/09/2025,"€650,000","€765,000"
"133 Temple Court, Santry, Dublin, Dublin 9, Dublin",Apartment,2,2,78.0 m²,C2,—,19/09/2025,"€340,000","€340,000"
"29 Shantalla Ave, Beaumont, Dublin 9, Dublin 9, Dublin",Terrace,3,2,113.0 m²,D1,—,19/09/2025,"€525,000","€541,000"
"8 Proby Square, Blackrock, Co Dublin, Dublin",Terrace,5,4,280.0 m²,B3,—,19/09/2025,"€1,495,000","€1,520,000"
"3 Clonlea Wood, Ballinteer Road, Dublin 16, Dublin 16, Dublin",Detached,5,2,147.0 m²,D2,—,19/09/2025,"€775,000","€850,000"
"29 Boroimhe Aspen, Swords, Dublin, Dublin",End of Terrace,4,3,127.0 m²,B3,—,19/09/2025,"€530,000","€550,000"
"24 Beverly Crescent, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,3,2,108.0 m²,D1,—,19/09/2025,"€545,000","€565,000"
"57 Turvey Wood, Donabate, Dublin, Dublin",Apartment,1,1,47.0 m²,E1,—,19/09/2025,"€190,000","€220,000"
"99 Ard Na Mara, Malahide, Dublin, Dublin",Bungalow,4,2,135.0 m²,E1,—,19/09/2025,"€1,050,000","€1,150,000"
"7 Strand Terrace, Milltown, Dublin 6, Dublin 6, Dublin",Terrace,1,1,53.0 m²,D2,—,19/09/2025,"€440,000","€476,000"
"31 Chalfont Park, Malahide, Dublin, Dublin",Semi-D,4,2,130.0 m²,C2,—,19/09/2025,"€895,000","€930,000"
"6 The Green, Carrickmines Manor, Glenamuck Rd, Dublin 18, Dublin",Townhouse,3,3,112.0 m²,C1,—,19/09/2025,"€490,000","€650,000"
"15 Hillview Est, Ballinteer, Dublin 16, Dublin 16, Dublin",Terrace,3,2,88.0 m²,B3,—,19/09/2025,"€475,000","€528,000"
"20 Crosbies Yard, Ossory Rd, Dublin 3, Dublin 3, Dublin",Apartment,2,2,72.0 m²,C1,—,19/09/2025,"€375,000","€410,000"
"1 Glendown Park, Templeogue, Dublin 6w, Dublin",Semi-D,4,2,156.0 m²,D1,—,19/09/2025,"€795,000","€930,000"
"Apartment 22 Block B, Bellvue, Island Bridge, Dublin 8, Dublin",Apartment,2,1,60.0 m²,C1,—,19/09/2025,"€385,000","€387,500"
"319 Gracepark Manor, Drumcondra, Dublin 9, Dublin 9, Dublin",Apartment,2,2,90.8 m²,C2,—,19/09/2025,"€450,000","€450,000"
"13 Moyne Court, Ranelagh, Dublin 6, Dublin 6, Dublin",Terrace,3,2,88.4 m²,B3,—,19/09/2025,"€775,000","€765,000"
"6 Huxley Crescent, Cork St, Dublin 8, Dublin 8, Dublin",Semi-D,3,1,96.0 m²,F,—,19/09/2025,"€480,000","€520,000"
"80 Baltray House, The Oaks Ridgewood, Swords, Dublin",Apartment,2,1,67.0 m²,C2,—,19/09/2025,"€330,000","€335,000"
"5 Killiney Hill Cottages, Killiney Hill Road, Killiney, Dublin",Terrace,2,1,73.0 m²,—,—,19/09/2025,"€495,000","€620,000"
"12 Hunters Grove, Hunterswood, Ballycullen Rd Dublin 24, Dublin 24, Dublin",Terrace,3,3,111.0 m²,—,—,19/09/2025,"€435,000","€499,000"
"110 Loreto Avenue, Rathfarnham, Dublin 14, Dublin 14, Dublin",House,3,1,82.0 m²,D1,—,19/09/2025,"€525,000","€564,000"
"55 The Grove, Hanstead, Lucan County Dublin, Dublin",End of Terrace,2,3,92.0 m²,B2,—,19/09/2025,"€379,000","€435,000"
"Apt 501, Grace Park Manor, Drumcondra, Dublin 9, Dublin",Apartment,4,4,275.0 m²,C2,—,19/09/2025,"€795,000","€750,000"
"31 Roseglen Ave, Kilbarrack, Dublin 5, Dublin 5, Dublin",End of Terrace,3,1,73.0 m²,D1,—,19/09/2025,"€425,000","€440,000"
"76 New Bancroft Hall, Greenhills Rd Extension, Tallaght Dublin 24, Dublin 24, Dublin",Apartment,1,1,44.0 m²,C1,—,19/09/2025,"€200,000","€263,000"
"133 Ballyfermot Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,2,1,82.0 m²,—,—,19/09/2025,"€295,000","€383,000"
"13 Riverdale Court, Queens Park, Monkstown, Dublin",Apartment,2,1,60.0 m²,D2,—,19/09/2025,"€475,000","€470,000"
"93 Carrigmore Crescent, Saggart, Dublin, Dublin 24, Dublin",Apartment,2,1,65.0 m²,D1,—,19/09/2025,"€275,000","€295,000"
"20 The Sycamore, Elmfield, Ballyogan Rd, Dublin 18, Dublin",Apartment,2,2,73.0 m²,B2,—,19/09/2025,"€450,000","€470,000"
"74 Rosanule, Phoenix Park Racecourse, Castleknock, Dublin",Apartment,2,2,77.0 m²,B2,—,19/09/2025,"€445,000","€463,000"
"79 Dunmore Park, Kingswood, Dublin 24, Dublin 24, Dublin",Bungalow,2,1,73.0 m²,—,—,19/09/2025,"€295,000","€397,000"
"144 The Hardwicke Block D, Church St, Dublin 7, Dublin 7, Dublin",Apartment,2,1,54.0 m²,C3,—,19/09/2025,"€275,000","€355,000"
"43 Castle Riada Grove, Lucan, Dublin, Dublin",Semi-D,3,3,104.0 m²,C2,—,19/09/2025,"€450,000","€530,000"
"39 Claremont Crescent, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,4,2,129.0 m²,—,—,19/09/2025,"€525,000","€525,000"
"319 Gracepark Manor, Drumcondra, Dublin 9, Dublin 9, Dublin",Apartment,2,2,90.8 m²,C2,—,19/09/2025,"€450,000","€450,000"
"47 Oakdale Close, Ballycullen, Firhouse Dublin 24, Dublin 24, Dublin",Detached,5,4,195.4 m²,C1,2004,19/09/2025,"€650,000","€740,000"
"25 Foxrock Wood, Foxrock, Dublin, Dublin 18, Dublin",Semi-D,4,2,123.0 m²,C2,—,22/09/2025,"€845,000","€845,000"
"36 Dornden Park, Booterstown, Dublin, Dublin",Bungalow,4,2,171.0 m²,C3,—,22/09/2025,"€1,195,000","€1,311,000"
"57 The Pines, Rockbrook Manor, Stradbrook Rd, Dublin 5, Dublin",Apartment,2,2,75.0 m²,C1,—,22/09/2025,"€495,000","€500,000"
"Apt 632 The Cubes 7, Beacon South Quarter, Blackthorn Rd Dublin 18, Dublin 18, Dublin",Apartment,1,1,50.0 m²,C2,—,22/09/2025,"€295,000","€335,000"
"Hillcrest, Highdownhill, Newcastle, Dublin",Bungalow,5,3,232.0 m²,—,—,22/09/2025,"€695,000","€785,000"
"43 College Sq, Terenure, Dublin 6w, Dublin",Terrace,4,3,152.0 m²,C1,—,22/09/2025,"€1,100,000","€1,100,000"
"15 The Elms, Pelletstown Manor, Ashtown Dublin 15, Dublin 15, Dublin",Apartment,3,2,98.0 m²,B3,—,22/09/2025,"€450,000","€495,000"
"3 Friary Close, Cook St Dublin 8, Dublin, Dublin 8, Dublin",Apartment,2,1,67.0 m²,E1,—,22/09/2025,"€325,000","€355,000"
"10 Glebe Hall, Rose Park, Kill Ave, Dublin",Apartment,2,2,84.0 m²,C2,—,22/09/2025,"€385,000","€410,000"
"Apt 74, Block B, Smithfield Market Dublin 7, Dublin 7, Dublin",Apartment,2,2,74.0 m²,D1,—,22/09/2025,"€440,000","€476,000"
"11 Gainsborough Crescent, Malahide, Dublin, Dublin",Semi-D,4,3,125.0 m²,—,—,22/09/2025,"€695,000","€705,000"
"23 The Schooner Alverno, Castle Ave, Clontarf Dublin 3, Dublin 3, Dublin",Apartment,1,1,34.0 m²,—,—,22/09/2025,"€315,000","€315,000"
"53 Landen Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,2,1,76.0 m²,—,—,22/09/2025,"€275,000","€320,000"
"26 St Helen's Way, Adamstown, Lucan, Dublin",House,3,3,97.0 m²,A2,—,22/09/2025,"€450,000","€502,000"
"39 College Park, Terenure, Dublin 6w, Dublin",Semi-D,4,2,149.0 m²,B2,—,22/09/2025,"€825,000","€950,000"
"38 Gracepark Meadows, Drumcondra, Dublin 9, Dublin 9, Dublin",Terrace,3,1,95.0 m²,—,—,22/09/2025,"€425,000","€505,000"
"7 Westbourne Lawn, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,1,76.0 m²,C2,—,22/09/2025,"€295,000","€350,000"
"Apt 67, Academy Building, Parkwest Pointe Dublin 12, Dublin 12, Dublin",Apartment,1,1,53.2 m²,C2,—,22/09/2025,"€215,000","€230,000"
"3 Edmondstown Close, Edmondstown Road, Ratfhfarnham, Dublin 16, Dublin",Terrace,4,4,145.0 m²,A2,—,22/09/2025,"€625,000","€750,000"
"61 Gledswood Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",Terrace,3,2,131.0 m²,D1,—,22/09/2025,"€795,000","€904,000"
"29 Swords St, Stoneybatter, Dublin 7, Dublin 7, Dublin",Bungalow,2,1,47.0 m²,E2,—,22/09/2025,"€375,000","€405,000"
"73 Hazelwood Park, Artane, Dublin 5, Dublin 5, Dublin",End of Terrace,5,1,152.0 m²,—,—,22/09/2025,"€575,000","€602,000"
"38 Gracepark Meadows, Drumcondra, Dublin 9, Dublin 9, Dublin",Terrace,3,1,95.0 m²,—,—,22/09/2025,"€425,000","€505,000"
"20 Castlegate Copse, Adamstown Castle, Adamstown, Dublin",Duplex,3,3,110.0 m²,B2,—,22/09/2025,"€375,000","€390,000"
"70 Larkfield Gardens, Terenure, Dublin 6w, Dublin",Terrace,3,1,101.0 m²,B2,—,22/09/2025,"€695,000","€821,000"
"81 Rathbourne Avenue, Earlswood, Ashtown, Dublin",Apartment,2,2,74.0 m²,B3,—,22/09/2025,"€365,000","€380,000"
"177 Bangor Road, Crumlin, Dublin 12, Dublin 12, Dublin",End of Terrace,3,2,102.0 m²,B3,—,22/09/2025,"€595,000","€820,000"
"46 Moylaragh Rise, Balbriggan, Dublin, Dublin",Terrace,3,3,98.0 m²,B3,—,22/09/2025,"€349,500","€370,000"
"2 Cabinteely Dr, Pottery Rd, Dun Laoghaire, Dublin",House,3,2,113.0 m²,C1,—,22/09/2025,"€675,000","€700,000"
"10 Vernon Mews, Vernon Avenue, Clontarf, Dublin 3, Dublin",Semi-D,3,3,113.7 m²,A3,—,22/09/2025,"€775,000","€845,000"
"1 Kincora Road, Clontarf, Dublin 3, Dublin 3, Dublin",Detached,4,3,262.0 m²,C1,—,22/09/2025,"€1,830,000","€1,830,000"
"311 St Attracta Rd, Cabra, Dublin 7, Dublin 7, Dublin",Terrace,3,1,78.0 m²,—,—,22/09/2025,"€345,000","€400,000"
"35 Castle Cove, Malahide, Dublin, Dublin",Semi-D,3,2,95.3 m²,C2,—,22/09/2025,"€670,000","€670,000"
"Apt 47, Belville Apartments, Ailesbury Close, Dublin",Apartment,2,1,52.0 m²,D1,—,22/09/2025,"€445,000","€475,000"
"22 Vernon Park, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,3,2,108.0 m²,E2,—,22/09/2025,"€775,000","€815,000"
"81 The Dock Mill, Barrow Street, Grand Canal Dock, Dublin",Apartment,2,1,62.5 m²,C3,—,22/09/2025,"€495,000","€505,000"
"10 Cowper Road, Rathmines, Dublin 6, Dublin 6, Dublin",Terrace,4,3,211.0 m²,C3,1920,22/09/2025,"€1,500,000","€1,750,000"
"27 Granitefield Mews, Rochestown Ave, Dun Laoghaire, Dublin",Apartment,1,1,47.8 m²,C1,2004,22/09/2025,"€275,000","€275,000"
"33 Inbhir Ide, Malahide, Dublin, Dublin",Terrace,3,1,93.0 m²,E1,—,23/09/2025,"€610,000","€625,000"
"134 Bunting Rd, Walkinstown, Dublin 12, Dublin 12, Dublin",Terrace,3,1,90.6 m²,C3,—,23/09/2025,"€525,000","€585,000"
"15 Swallowwood View, Santry, Dublin 9, Dublin 9, Dublin",House,3,2,107.0 m²,B3,—,23/09/2025,"€350,000","€415,000"
"173 Bangor Rd, Kimmage, Dublin 12, Dublin 12, Dublin",Terrace,2,1,77.3 m²,B3,—,23/09/2025,"€425,000","€505,000"
"57 Roseland Avenue, Cualanor, Upper Glenageary Road, Dublin",Semi-D,5,4,212.0 m²,A2,—,23/09/2025,"€1,150,000","€1,210,000"
"43 Monksfield Grove, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,3,1,72.0 m²,—,—,23/09/2025,"€329,000","€405,000"
"20 Hansted Dale, Finnstown, Lucan, Dublin",Duplex,3,2,90.0 m²,—,—,23/09/2025,"€365,000","€426,000"
"40 St Annes Ave, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,95.0 m²,E2,—,23/09/2025,"€595,000","€667,500"
"6 Mount Symon Close, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,4,4,140.0 m²,C1,—,23/09/2025,"€525,000","€535,000"
"18 Drynam Close, Drynam Hall, Swords, Dublin",Terrace,3,3,105.0 m²,B2,—,23/09/2025,"€399,000","€454,000"
"3 Rochfort Close, Lucan, Dublin, Dublin",Semi-D,3,3,125.0 m²,C3,—,23/09/2025,"€425,000","€465,000"
"5 Hillside Park, Rathfarnham, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,157.0 m²,D1,—,23/09/2025,"€950,000","€910,000"
"24 Stepaside Park, Stepaside, Dublin 18, Dublin 18, Dublin",Detached,5,4,204.0 m²,C1,—,23/09/2025,"€985,000","€1,185,000"
"106 Lighthouse Apts, Church Rd, East Wall Dublin 3, Dublin 3, Dublin",Apartment,1,1,42.0 m²,C2,—,23/09/2025,"€275,000","€325,000"
"72a Meadow Copse, Hartstown, Dublin 15, Dublin 15, Dublin",Bungalow,3,1,75.0 m²,D1,—,23/09/2025,"€350,000","€351,000"
"58 St Patricks Court, Clanbrassil St Lower, Dublin 8, Dublin 8, Dublin",Apartment,2,1,57.0 m²,C1,—,23/09/2025,"€410,000","€420,000"
"7 Tapton, Murphystown Road, Sandyford, Dublin 18, Dublin",End of Terrace,3,3,110.0 m²,A3,—,23/09/2025,"€645,000","€685,500"
"33 Fairview Close, Richmond Rd, Fairview Dublin 3, Dublin 3, Dublin",Apartment,2,2,82.0 m²,B2,—,23/09/2025,"€370,000","€435,000"
"13 Trafalgar Terrace, Monkstown, Dublin, Dublin",Terrace,5,6,432.0 m²,—,—,23/09/2025,"€3,250,000","€3,370,000"
"370 Marina Village, Malahide, Dublin, Dublin",Apartment,2,2,74.0 m²,B3,—,23/09/2025,"€495,000","€530,000"
"12a Synge Place, Dublin 8, Dublin",House,2,1,83.0 m²,A3,—,23/09/2025,"€725,000","€725,000"
"1 Walworth Rd, Portobello, Dublin 8, Dublin 8, Dublin",Terrace,5,4,176.0 m²,E1,—,23/09/2025,"€825,000","€420,000"
"7 Balrothery Gardens, Balrothery, Dublin, Dublin",Semi-D,4,1,105.6 m²,E1,1972,23/09/2025,"€415,000","€410,000"
"184 Balally Dr, Dundrum, Dublin 16, Dublin 16, Dublin",Semi-D,3,1,89.0 m²,D1,—,23/09/2025,"€675,000","€757,555"
"6 Ashleigh Court, Castleknock, Dublin 15, Dublin 15, Dublin",Apartment,2,1,55.0 m²,D1,—,23/09/2025,"€350,000","€377,500"
"54 Parkmore Dr, Terenure, Dublin 6w, Dublin",Semi-D,3,2,154.0 m²,C2,—,23/09/2025,"€1,100,000","€1,325,000"
"58 St Patricks Court, Clanbrassil St Lower, Dublin 8, Dublin 8, Dublin",Apartment,2,1,57.0 m²,C1,—,23/09/2025,"€410,000","€420,000"
"58 Magenta Hall, Santry, Dublin 9, Dublin 9, Dublin",Semi-D,4,2,138.0 m²,D2,—,23/09/2025,"€550,000","€634,000"
"13 Gainsborough Lawn, Malahide, Dublin, Dublin",Semi-D,4,3,120.0 m²,—,—,23/09/2025,"€770,000","€790,000"
"3 Abbey Close, Loreto Terrace, Rathfarnham, Dublin 14, Dublin",Detached,4,3,181.0 m²,B3,—,23/09/2025,"€975,000","€1,030,000"
"Apt. 28 Crumlin Road, Crumlin, Dublin 12, Dublin",Terrace,3,2,171.0 m²,C3,—,24/09/2025,"€475,000","€370,000"
"8 The Court, Robswalls, Malahide, Dublin",Duplex,2,2,90.0 m²,—,—,24/09/2025,"€425,000","€450,000"
"19 Shanliss Dr, Santry, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,87.0 m²,E2,—,24/09/2025,"€425,000","€506,000"
"1 Blacquiere Villas, Phibsboro, Dublin 7, Dublin 7, Dublin",End of Terrace,3,1,109.2 m²,E2,—,24/09/2025,"€520,000","€522,000"
"42 Dominick St Lower, Dublin 1, Dublin, Dublin 1, Dublin",House,5,4,559.0 m²,—,—,24/09/2025,"€1,850,000","€1,850,000"
"68 Longstone Park, Portrane, Co. Dublin, Dublin",Semi-D,3,2,116.0 m²,—,—,24/09/2025,"€475,000","€495,000"
"2 Annadale Ave, Fairview, Dublin 3, Dublin 3, Dublin",Terrace,2,1,75.0 m²,—,—,24/09/2025,"€500,000","€538,000"
"7 Brookdale Court Swords, Dublin, Dublin",Semi-D,3,1,85.2 m²,C2,—,24/09/2025,"€445,000","€450,000"
"78 Ardmore Park, Kill Avenue, Dun Laoghaire, Dublin",Bungalow,3,1,121.0 m²,D1,—,24/09/2025,"€625,000","€635,000"
"14 Ovenden House, Dean St, Dublin 8, Dublin 8, Dublin",Apartment,1,1,37.0 m²,—,—,24/09/2025,"€275,000","€333,000"
"12 Fassaugh Rd, Cabra, Dublin, Dublin 7, Dublin",Terrace,2,1,63.0 m²,—,—,24/09/2025,"€375,000","€410,000"
"93 The Kilns, Station Rd, Portmarnock, Dublin 13, Dublin",Apartment,2,2,70.0 m²,—,—,24/09/2025,"€385,000","€378,000"
"1 Church Place, East Wall, Dublin 3, Dublin 3, Dublin",End of Terrace,1,2,55.0 m²,C3,—,24/09/2025,"€350,000","€380,000"
"103 Clon Brugh, Aikens Village, Sandyford Dublin 18, Dublin 18, Dublin",House,3,3,135.0 m²,B2,—,24/09/2025,"€615,000","€650,000"
"43 Dale Rd, Stillorgan, Dublin, Dublin",Terrace,3,1,116.0 m²,—,—,24/09/2025,"€670,000","€765,000"
"102 Blackditch Road, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,3,1,72.0 m²,—,—,24/09/2025,"€285,000","€335,000"
"7 Northwood Green, Santry, Dublin9, Dublin 9, Dublin",Terrace,4,2,135.0 m²,A2,—,24/09/2025,"€550,000","€550,000"
"15 Park Place, Dublin 8, Dublin, Dublin 8, Dublin",Terrace,3,2,150.0 m²,—,—,24/09/2025,"€725,000","€870,000"
"28 Oscar Sq, S C Rd, Dublin 8, Dublin 8, Dublin",Terrace,3,1,94.0 m²,E1,—,24/09/2025,"€585,000","€585,000"
"19 Meadowbank Row, Millers Glen, Swords, Dublin",Terrace,3,3,106.5 m²,A3,—,24/09/2025,"€485,000","€485,000"
