Address_x,Eircode,nearest_coast_name,coast_distance_km,coast_duration_min,coast_distance_m,coast_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"1 Loftus Court, Parnell St, Dublin 1, Dublin 1, Dublin",D01HD86,Ringsend,4.668,18.35,4668,1101,Apartment,2,2,70.0 m²,D2,—,18/12/2025,"€365,000","€426,000","1 LOFTUS COURT, PARNELL ST, DUBLIN 1",18/12/2025,"1 LOFTUS COURT, PARNELL ST, DUBLIN 1",Dublin,"ï¿½426,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Gulistan Cottages, Rathmines, Dublin 6, Dublin 6, Dublin",D06C5V9,Ringsend,3.759,12.85,3759,771,Terrace,2,2,53.0 m²,B3,—,18/12/2025,"€525,000","€680,000","10 GULISTAN COTTAGES, RATHMINES, DUBLIN 6",18/12/2025,"10 GULISTAN COTTAGES, RATHMINES, DUBLIN 6",Dublin,"ï¿½680,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Dargle Road, Hollypark, Blackrock, Dublin",A94XE86,Blackrock,2.909,8.766666666666667,2909,526,Semi-D,5,2,146.0 m²,C3,—,18/12/2025,"€795,000","€851,000","1 DARGLE ROAD, HOLLYPARK, BLACKROCK",18/12/2025,"1 DARGLE ROAD, HOLLYPARK, BLACKROCK",Dublin,"ï¿½851,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Beechwood Grove, Dun Laoghaire, Co Dublin, Dublin",A96W521,Dún Laoghaire,1.666,6.45,1666,387,Semi-D,5,4,202.0 m²,C2,—,18/12/2025,"€1,350,000","€1,350,000","10 BEECHWOOD GROVE, DUN LAOGHAIRE, CO DUBLIN",18/12/2025,"10 BEECHWOOD GROVE, DUN LAOGHAIRE, CO DUBLIN",Dublin,"ï¿½1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1beauparc Downs, Monkstown Valley, Monkstown, Dublin",A94P265,Monkstown,0.842,2.5166666666666666,842,151,Apartment,1,1,47.0 m²,D2,—,18/12/2025,"€360,000","€400,000","1BEAUPARC DOWNS, MONKSTOWN VALLEY, MONKSTOWN",18/12/2025,"1BEAUPARC DOWNS, MONKSTOWN VALLEY, MONKSTOWN",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Sycamore Dr, Kingswood Heights, Dublin 24, Dublin 24, Dublin",D24R2KN,Blackrock,18.879,23.983333333333334,18879,1439,Detached,3,1,73.0 m²,C3,—,18/12/2025,"€425,000","€480,000","11 SYCAMORE DR, KINGSWOOD HEIGHTS, DUBLIN 24",18/12/2025,"11 SYCAMORE DR, KINGSWOOD HEIGHTS, DUBLIN 24",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Bramblefield Park, Clonee, Dublin 15, Dublin 15, Dublin",D15F6K0,Ringsend,27.84,28.833333333333332,27840,1730,Semi-D,3,2,92.0 m²,—,—,18/12/2025,"€425,000","€455,000","1 BRAMBLEFIELD PARK, CLONEE, DUBLIN 15",18/12/2025,"1 BRAMBLEFIELD PARK, CLONEE, DUBLIN 15",Dublin,"ï¿½455,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Cedarhurst Green, Cedarhurst Rd, Phoenix Park Racecourse, Dublin 15, Dublin",D15K7V7,Ringsend,23.979,26.45,23979,1587,Terrace,3,3,107.0 m²,B3,—,18/12/2025,"€590,000","€650,000","3 CEDARHURST GREEN, CEDARHURST RD, PHOENIX PARK RACECOURSE",18/12/2025,"3 CEDARHURST GREEN, CEDARHURST RD, PHOENIX PARK RACECOURSE",Dublin,"ï¿½650,000.00",No,No,Second-Hand Dwelling house /Apartment,
"127 Burnell Court, Northern Cross, Malahide Road, Dublin 17, Dublin",D17XR66,Clontarf Seafront,6.47,17.183333333333334,6470,1031,Apartment,2,2,74.0 m²,C2,—,18/12/2025,"€310,000","€335,000","127 BURNELL COURT, NORTHERN CROSS, MALAHIDE ROAD",18/12/2025,"127 BURNELL COURT, NORTHERN CROSS, MALAHIDE ROAD",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 St Brigids Park, Blanchardstown, Dublin 15, Dublin 15, Dublin",D15W6EP,Ringsend,22.043,25.933333333333334,22043,1556,End of Terrace,3,1,85.0 m²,—,—,18/12/2025,"€400,000","€412,000","8 ST BRIGIDS PARK, BLANCHARDSTOWN, DUBLIN 15",18/12/2025,"8 ST BRIGIDS PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin,"ï¿½412,000.00",No,No,Second-Hand Dwelling house /Apartment,
"80 Wyckham Place, Dundrum, Dublin 16, Dublin",D16E658,Blackrock,6.234,15.833333333333334,6234,950,Apartment,2,2,77.0 m²,C1,—,18/12/2025,"€495,000","€515,000","80 WYCKHAM PLACE, DUNDRUM, DUBLIN 16",18/12/2025,"80 WYCKHAM PLACE, DUNDRUM, DUBLIN 16",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Pier 19, Bridgefoot St, Dublin 8, Dublin 8, Dublin",D08YY54,Ringsend,5.262,20.833333333333332,5262,1250,Apartment,1,1,39.0 m²,D1,—,18/12/2025,"€240,000","€235,000","60 PIER 19, BRIDGEFOOT ST, DUBLIN 8",18/12/2025,"60 PIER 19, BRIDGEFOOT ST, DUBLIN 8",Dublin,"ï¿½235,000.00",No,No,Second-Hand Dwelling house /Apartment,
"56 Millwood Villas, Raheny, Dublin 5, Dublin 5, Dublin",D05V9X4,Clontarf Seafront,4.46,11.0,4460,660,End of Terrace,4,1,120.0 m²,D2,—,18/12/2025,"€395,000","€420,000","56 MILLWOOD VILLAS, RAHENY, DUBLIN 5",18/12/2025,"56 MILLWOOD VILLAS, RAHENY, DUBLIN 5",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"85 Walsh Rd, Drumcondra, Dublin 9, Dublin 9, Dublin",D09C5R7,Clontarf Seafront,6.076,16.133333333333333,6076,968,Terrace,2,2,81.0 m²,D2,—,18/12/2025,"€545,000","€550,000","85 WALSH RD, DRUMCONDRA, DUBLIN 9",18/12/2025,"85 WALSH RD, DRUMCONDRA, DUBLIN 9",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Ardbeg Drive, Artane, Dublin 5, Dublin 5, Dublin",D05E6V6,Clontarf Seafront,3.617,10.15,3617,609,Terrace,3,1,91.0 m²,—,—,18/12/2025,"€475,000","€490,000","6 ARDBEG DRIVE, ARTANE, DUBLIN 5",18/12/2025,"6 ARDBEG DRIVE, ARTANE, DUBLIN 5",Dublin,"ï¿½490,000.00",No,No,Second-Hand Dwelling house /Apartment,
"146 St Attracta Rd, Cabra, Dublin 11, Dublin 7, Dublin",D07V1Y5,Ringsend,6.056,21.333333333333332,6056,1280,Terrace,2,2,70.0 m²,D2,—,18/12/2025,"€410,000","€414,000","146 ST ATTRACTA RD, CABRA, DUBLIN 11",18/12/2025,"146 ST ATTRACTA RD, CABRA, DUBLIN 11",Dublin,"ï¿½414,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Greenlea Place, Terenure Rd East, Terenure Dublin 6w, Dublin",D6WET95,Ringsend,6.647,21.733333333333334,6647,1304,Apartment,2,1,67.0 m²,C2,—,18/12/2025,"€495,000","€530,000","18 GREENLEA PLACE, TERENURE RD EAST, TERENURE DUBLIN 6W",18/12/2025,"18 GREENLEA PLACE, TERENURE RD EAST, TERENURE DUBLIN 6W",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Blackhall Green, Blackhall Place, Dublin, Dublin 7, Dublin",D07PP89,Ringsend,6.179,22.733333333333334,6179,1364,Apartment,1,1,42.0 m²,—,—,18/12/2025,"€275,000","€277,000","34 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN",18/12/2025,"34 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN",Dublin,"ï¿½277,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Fernley Court, Long Lane, Dublin 8, Dublin 8, Dublin",D08R8P7,Ringsend,4.824,16.866666666666667,4824,1012,Terrace,2,3,67.0 m²,C2,—,18/12/2025,"€475,000","€490,000","17 FERNLEY COURT, LONG LANE, DUBLIN 8",18/12/2025,"17 FERNLEY COURT, LONG LANE, DUBLIN 8",Dublin,"ï¿½490,000.00",No,No,Second-Hand Dwelling house /Apartment,
"124 Griffith Hall, Glandore Ave, Dublin 9, Dublin 9, Dublin",D09XK44,Clontarf Seafront,3.937,9.65,3937,579,Apartment,2,1,52.0 m²,—,—,18/12/2025,"€325,000","€312,000","124 GRIFFITH HALL, GLANDORE AVE, DUBLIN 9",18/12/2025,"124 GRIFFITH HALL, GLANDORE AVE, DUBLIN 9",Dublin,"ï¿½312,000.00",No,No,Second-Hand Dwelling house /Apartment,
"24 Belfield Downs, Goatstown, Dublin 14, Dublin 14, Dublin",D14H970,Sandymount Strand,5.53,14.333333333333334,5530,860,Semi-D,3,1,105.0 m²,C1,—,18/12/2025,"€740,000","€790,000","24 BELFIELD DOWNS, GOATSTOWN, DUBLIN 14",18/12/2025,"24 BELFIELD DOWNS, GOATSTOWN, DUBLIN 14",Dublin,"ï¿½790,000.00",No,No,Second-Hand Dwelling house /Apartment,
"43 St Marys Park, Walkinstown, Dublin 12, Dublin 12, Dublin",D12X5N8,Ringsend,7.491,23.2,7491,1392,Semi-D,3,1,83.0 m²,C3,—,18/12/2025,"€499,000","€560,000","43 ST MARYS PARK, WALKINSTOWN, DUBLIN 12",18/12/2025,"43 ST MARYS PARK, WALKINSTOWN, DUBLIN 12",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 119 Cedar House, Mespil Estate, Sussex Rd, Dublin 4, Dublin",D04TW26,Ringsend,2.658,9.333333333333334,2658,560,Apartment,2,1,51.6 m²,F,—,18/12/2025,"€395,000","€420,000","APT 119 CEDAR HOUSE, MESPIL ESTATE, SUSSEX RD",18/12/2025,"APT 119 CEDAR HOUSE, MESPIL ESTATE, SUSSEX RD",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Pearse Brothers Park, Ballyboden, Rathfarnham Dublin 16, Dublin 16, Dublin",D16NX98,Blackrock,10.446,26.516666666666666,10446,1591,House,3,2,91.2 m²,E1,—,19/12/2025,"€475,000","€500,000","9 PEARSE BROTHERS PARK, BALLYBODEN, RATHFARNHAM DUBLIN 16",19/12/2025,"9 PEARSE BROTHERS PARK, BALLYBODEN, RATHFARNHAM DUBLIN 16",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"35 The Green, Larch Hill, Oscar Traynor Rd Dublin 9, Dublin 9, Dublin",D17E107,Clontarf Seafront,6.211,16.266666666666666,6211,976,Apartment,2,1,55.0 m²,C1,—,19/12/2025,"€285,000","€330,000","35 THE GREEN, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 9",19/12/2025,"35 THE GREEN, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 9",Dublin,"ï¿½330,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Forest Close, Kingswood, Dublin 24, Dublin 24, Dublin",D24R3WN,Blackrock,19.645,26.433333333333334,19645,1586,Detached,4,2,137.0 m²,B3,—,19/12/2025,"€575,000","€608,000","14 FOREST CLOSE, KINGSWOOD, DUBLIN 24",19/12/2025,"14 FOREST CLOSE, KINGSWOOD, DUBLIN 24",Dublin,"ï¿½608,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 The Elms, Ridgewood, Swords, Dublin",K67C7F3,Ringsend,17.641,23.333333333333332,17641,1400,Terrace,3,4,125.2 m²,A3,—,19/12/2025,"€495,000","€535,000","55 THE ELMS, RIDGEWOOD, SWORDS",19/12/2025,"55 THE ELMS, RIDGEWOOD, SWORDS",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"72 Sheephill Ave, Blanchardstown Dublin 15, Dublin, Dublin 15, Dublin",D15W8NA,Ringsend,23.522,26.2,23522,1572,Terrace,3,2,99.0 m²,B3,—,19/12/2025,"€350,000","€400,000","72 SHEEPHILL AVE, BLANCHARDSTOWN DUBLIN 15, DUBLIN",19/12/2025,"72 SHEEPHILL AVE, BLANCHARDSTOWN DUBLIN 15, DUBLIN",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Gilford Ave, Sandymount, Dublin 4, Dublin 4, Dublin",D04V520,Sandymount Strand,0.108,0.7166666666666667,108,43,Semi-D,3,2,95.0 m²,G,—,19/12/2025,"€645,000","€725,000","2 GILFORD AVE, SANDYMOUNT, DUBLIN 4",19/12/2025,"2 GILFORD AVE, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½725,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Manorfield Crescent, Clonee, Clonsilla Dublin 15, Dublin 15, Dublin",D15Y7C5,Ringsend,27.873,28.7,27873,1722,Semi-D,4,3,137.0 m²,—,—,19/12/2025,"€529,000","€550,000","11 MANORFIELD CRESCENT, CLONEE, CLONSILLA DUBLIN 15",19/12/2025,"11 MANORFIELD CRESCENT, CLONEE, CLONSILLA DUBLIN 15",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"123 The Jessop, Charlotte Quay Dock, Ringsend, Dublin 4, Dublin",D04HC67,Ringsend,0.774,2.1,774,126,Apartment,3,2,83.0 m²,C1,—,19/12/2025,"€565,000","€560,000","123 THE JESSOP, CHARLOTTE QUAY DOCK, RINGSEND",19/12/2025,"123 THE JESSOP, CHARLOTTE QUAY DOCK, RINGSEND",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Glenfield Grove, Clondalkin, Dublin 22, Dublin 22, Dublin",D22P2C0,Ringsend,27.36,28.55,27360,1713,Semi-D,3,1,86.0 m²,D1,—,19/12/2025,"€320,000","€353,000","8 GLENFIELD GROVE, CLONDALKIN, DUBLIN 22",19/12/2025,"8 GLENFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½353,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Montpelier Court, Montpelier Walk, Jobstown Dublin 24, Dublin 24, Dublin",D24NC16,Ringsend,15.342,37.0,15342,2220,Duplex,2,2,85.5 m²,C2,—,19/12/2025,"€250,000","€258,000","27 MONTPELIER COURT, MONTPELIER WALK, JOBSTOWN DUBLIN 24",19/12/2025,"27 MONTPELIER COURT, MONTPELIER WALK, JOBSTOWN DUBLIN 24",Dublin,"ï¿½258,000.00",No,No,Second-Hand Dwelling house /Apartment,
"65 Galtymore Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",D12ET6D,Ringsend,7.338,22.516666666666666,7338,1351,Terrace,3,1,78.0 m²,E1,—,19/12/2025,"€375,000","€425,000","65 GALTYMORE RD, DRIMNAGH, DUBLIN 12",19/12/2025,"65 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin,"ï¿½425,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 12, Southlands, Rathmichael Park Shankill, Dublin 18, Dublin",D18N262,Killiney Beach,3.357,7.3,3357,438,Apartment,2,1,58.0 m²,C2,—,19/12/2025,"€365,000","€415,000","APT 12, SOUTHLANDS, RATHMICHAEL PARK SHANKILL",19/12/2025,"APT 12, SOUTHLANDS, RATHMICHAEL PARK SHANKILL",Dublin,"ï¿½415,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Marlborough Court, North Circular Road, Dublin 7, Dublin",D07WC86,Ringsend,6.342,23.0,6342,1380,Apartment,2,1,72.0 m²,E1,—,19/12/2025,"€385,000","€415,000","1 MARLBOROUGH COURT, NORTH CIRCULAR ROAD, DUBLIN 7",19/12/2025,"1 MARLBOROUGH COURT, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,"ï¿½415,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 1, Warren Court, Warrenhouse Rd Dublin 13, Dublin 13, Dublin",D13DR62,Howth Head,5.0,10.65,5000,639,Apartment,2,1,51.0 m²,E1,—,19/12/2025,"€295,000","€341,000","APT 1, WARREN COURT, WARRENHOUSE RD DUBLIN 13",19/12/2025,"APT 1, WARREN COURT, WARRENHOUSE RD DUBLIN 13",Dublin,"ï¿½341,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Pinecopse Road, Wickham Park, Ballinteer, Dublin",D16P938,Blackrock,6.803,17.183333333333334,6803,1031,Semi-D,3,1,109.0 m²,F,—,19/12/2025,"€640,000","€757,000","27 PINECOPSE ROAD, WICKHAM PARK, BALLINTEER",19/12/2025,"27 PINECOPSE ROAD, WICKHAM PARK, BALLINTEER",Dublin,"ï¿½757,000.00",No,No,Second-Hand Dwelling house /Apartment,
"64b Walnut Close, Kingswood, Dublin 24, Dublin 24, Dublin",D24RXF3,Blackrock,19.412,25.466666666666665,19412,1528,Semi-D,3,1,97.0 m²,—,—,19/12/2025,"€424,950","€465,000","64B WALNUT CLOSE, KINGSWOOD, DUBLIN 24",19/12/2025,"64B WALNUT CLOSE, KINGSWOOD, DUBLIN 24",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Hansted Park, Newcastle Rd, Lucan, Dublin",K78DX22,Ringsend,30.713,32.766666666666666,30713,1966,Semi-D,3,2,918.0 m²,C3,—,19/12/2025,"€395,000","€431,500","17 HANSTED PARK, NEWCASTLE RD, LUCAN",19/12/2025,"17 HANSTED PARK, NEWCASTLE RD, LUCAN",Dublin,"ï¿½431,500.00",No,No,Second-Hand Dwelling house /Apartment,
"110 Loughlinstown Wood, Loughlinstown, Dublin, Dublin",A96E2D0,Killiney Beach,2.089,4.716666666666667,2089,283,Terrace,3,1,84.0 m²,D1,—,19/12/2025,"€370,000","€390,000","110 LOUGHLINSTOWN WOOD, LOUGHLINSTOWN, DUBLIN",19/12/2025,"110 LOUGHLINSTOWN WOOD, LOUGHLINSTOWN, DUBLIN",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"47 Slievebloom Park, Long Mile Rd, Drimnagh Dublin 12, Dublin 12, Dublin",D12R9W8,Ringsend,7.899,24.116666666666667,7899,1447,Terrace,3,1,95.0 m²,—,—,19/12/2025,"€395,000","€472,500","47 SLIEVEBLOOM PARK, LONG MILE RD, DRIMNAGH DUBLIN 12",19/12/2025,"47 SLIEVEBLOOM PARK, LONG MILE RD, DRIMNAGH DUBLIN 12",Dublin,"ï¿½472,500.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Moyne Road, Ranelagh, Dublin 6, Dublin 6, Dublin",D06N1K2,Ringsend,4.024,13.783333333333333,4024,827,Terrace,4,1,140.0 m²,—,—,19/12/2025,"€1,000,000","€1,195,000","6 MOYNE ROAD, RANELAGH, DUBLIN 6",19/12/2025,"6 MOYNE ROAD, RANELAGH, DUBLIN 6",Dublin,"ï¿½1,195,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Seafort Ave, Sandymount, Dublin 4, Dublin 4, Dublin",D04K5Y2,Sandymount Strand,0.971,3.15,971,189,Terrace,4,2,175.0 m²,D2,—,19/12/2025,"€1,235,000","€1,400,000","34 SEAFORT AVE, SANDYMOUNT, DUBLIN 4",19/12/2025,"34 SEAFORT AVE, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Melrose Crescent, Bawnogue, Clondalkin Dublin 22, Dublin 22, Dublin",D22X778,Ringsend,15.447,39.06666666666667,15447,2344,Terrace,3,1,80.0 m²,—,—,19/12/2025,"€275,000","€295,000","9 MELROSE CRESCENT, BAWNOGUE, CLONDALKIN DUBLIN 22",19/12/2025,"9 MELROSE CRESCENT, BAWNOGUE, CLONDALKIN DUBLIN 22",Dublin,"ï¿½295,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Monkstown Road, Monkstown, Co Dublin, Dublin",A94A406,Monkstown,1.124,2.6333333333333333,1124,158,End of Terrace,4,2,170.0 m²,E1,—,19/12/2025,"€1,395,000","€1,360,000","3 MONKSTOWN ROAD, MONKSTOWN, CO DUBLIN",19/12/2025,"3 MONKSTOWN ROAD, MONKSTOWN, CO DUBLIN",Dublin,"ï¿½1,360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Montpelier Court, Montpelier Walk, Jobstown Dublin 24, Dublin 24, Dublin",D24NC16,Ringsend,15.342,37.0,15342,2220,Duplex,2,2,85.5 m²,C2,—,19/12/2025,"€250,000","€258,000","27 MONTPELIER COURT, MONTPELIER WALK, JOBSTOWN DUBLIN 24",19/12/2025,"27 MONTPELIER COURT, MONTPELIER WALK, JOBSTOWN DUBLIN 24",Dublin,"ï¿½258,000.00",No,No,Second-Hand Dwelling house /Apartment,
"68 Mountfield Park, Malahide, County Dublin, Dublin",K36TC94,Howth Head,11.69,21.116666666666667,11690,1267,Duplex,3,3,109.3 m²,B3,—,19/12/2025,"€520,000","€535,000","68 MOUNTFIELD PARK, MALAHIDE, COUNTY DUBLIN",19/12/2025,"68 MOUNTFIELD PARK, MALAHIDE, COUNTY DUBLIN",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Chapel Farm Place, Lusk, Dublin, Dublin",K45N596,Ringsend,24.301,25.883333333333333,24301,1553,Terrace,2,3,113.0 m²,C1,—,19/12/2025,"€360,000","€393,000","4 CHAPEL FARM PLACE, LUSK, DUBLIN",19/12/2025,"4 CHAPEL FARM PLACE, LUSK, DUBLIN",Dublin,"ï¿½393,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Dun Emer Way, Lusk, Dublin, Dublin",K45XC93,Ringsend,24.696,26.466666666666665,24696,1588,Apartment,2,1,77.0 m²,B3,—,19/12/2025,"€275,000","€300,000","18 DUN EMER WAY, LUSK, DUBLIN",19/12/2025,"18 DUN EMER WAY, LUSK, DUBLIN",Dublin,"ï¿½300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Seaview Avenue, East Wall, Dublin 3, Dublin 3, Dublin",D03AK18,Clontarf Seafront,3.451,7.866666666666666,3451,472,Terrace,3,1,88.0 m²,—,—,19/12/2025,"€350,000","€355,000","60 SEAVIEW AVENUE, EAST WALL, DUBLIN 3",19/12/2025,"60 SEAVIEW AVENUE, EAST WALL, DUBLIN 3",Dublin,"ï¿½355,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Rathlin Rd, Glasnevin, Dublin 9, Dublin 9, Dublin",D09K199,Clontarf Seafront,5.761,14.8,5761,888,End of Terrace,3,1,75.0 m²,D1,—,19/12/2025,"€550,000","€630,000","17 RATHLIN RD, GLASNEVIN, DUBLIN 9",19/12/2025,"17 RATHLIN RD, GLASNEVIN, DUBLIN 9",Dublin,"ï¿½630,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Albert Place East, Grand Canal St. Lower, Dublin, Dublin 2, Dublin",D02V880,Ringsend,1.518,5.35,1518,321,Terrace,3,3,115.0 m²,C3,—,19/12/2025,"€900,000","€930,000","10 ALBERT PLACE EAST, GRAND CANAL ST. LOWER, DUBLIN",19/12/2025,"10 ALBERT PLACE EAST, GRAND CANAL ST. LOWER, DUBLIN",Dublin,"ï¿½930,000.00",No,No,Second-Hand Dwelling house /Apartment,
"49 Yeats Hall, Collegefort, Castleknock, Dublin",D15W448,Ringsend,24.541,29.416666666666668,24541,1765,Apartment,2,2,67.0 m²,C2,—,19/12/2025,"€345,000","€389,000","49 YEATS HALL, COLLEGEFORT, CASTLEKNOCK",19/12/2025,"49 YEATS HALL, COLLEGEFORT, CASTLEKNOCK",Dublin,"ï¿½389,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 The Crescent, Howth Rd, Dublin 3, Dublin 4, Dublin",D03PP29,Clontarf Seafront,2.521,5.633333333333334,2521,338,Terrace,4,3,214.0 m²,—,—,19/12/2025,"€1,150,000","€1,310,000","11 THE CRESCENT, HOWTH RD, DUBLIN 3",19/12/2025,"11 THE CRESCENT, HOWTH RD, DUBLIN 3",Dublin,"ï¿½1,310,000.00",No,No,Second-Hand Dwelling house /Apartment,
"57 Gledswood Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14HK82,Sandymount Strand,4.71,12.866666666666667,4710,772,Semi-D,3,1,109.0 m²,F,—,19/12/2025,"€650,000","€754,000","57 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",19/12/2025,"57 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½754,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Mallard Lodge, Lansdowne Village, Sandymount, Dublin 4, Dublin",D04A4C4,Ringsend,0.923,2.9,923,174,Detached,3,2,125.0 m²,C3,—,19/12/2025,"€1,125,000","€1,100,000","MALLARD LODGE, LANSDOWNE VILLAGE, SANDYMOUNT",19/12/2025,"MALLARD LODGE, LANSDOWNE VILLAGE, SANDYMOUNT",Dublin,"ï¿½1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Sycamore Green, The Park, Cabinteely Dublin 18, Dublin 18, Dublin",D18C1F9,Monkstown,5.041,12.283333333333333,5041,737,Semi-D,4,2,160.0 m²,C2,—,19/12/2025,"€745,000","€860,000","1 SYCAMORE GREEN, THE PARK, CABINTEELY DUBLIN 18",19/12/2025,"1 SYCAMORE GREEN, THE PARK, CABINTEELY DUBLIN 18",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Cluain Shee, Aikens Village, Sandyford Dublin 18, Dublin 18, Dublin",D18RD63,Blackrock,8.141,19.433333333333334,8141,1166,Apartment,3,2,79.0 m²,B2,—,19/12/2025,"€385,000","€450,000","53 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",19/12/2025,"53 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Castlewood Close, Rathmines, Dublin 6, Dublin",D06W593,Ringsend,4.115,14.25,4115,855,Apartment,1,1,41.5 m²,C3,—,19/12/2025,"€375,000","€380,000","29 CASTLEWOOD CLOSE, RATHMINES, DUBLIN 6",19/12/2025,"29 CASTLEWOOD CLOSE, RATHMINES, DUBLIN 6",Dublin,"ï¿½380,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Carrickbrack Heath, Sutton, Dublin 13, Dublin 13, Dublin",D13W8H4,Howth Head,3.922,7.916666666666667,3922,475,Detached,4,3,219.4 m²,B3,1970,19/12/2025,"€1,100,000","€1,020,000","31 CARRICKBRACK HEATH, SUTTON, DUBLIN 13",19/12/2025,"31 CARRICKBRACK HEATH, SUTTON, DUBLIN 13",Dublin,"ï¿½1,020,000.00",No,No,Second-Hand Dwelling house /Apartment,
"64b Walnut Close, Kingswood, Dublin 24, Dublin 24, Dublin",D24RXF3,Blackrock,19.412,25.466666666666665,19412,1528,Semi-D,3,1,97.0 m²,—,—,19/12/2025,"€424,950","€465,000","64B WALNUT CLOSE, KINGSWOOD, DUBLIN 24",19/12/2025,"64B WALNUT CLOSE, KINGSWOOD, DUBLIN 24",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
