Address_x,Eircode,nearest_coast_name,coast_distance_km,coast_duration_min,coast_distance_m,coast_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"73 Cill Cais, Old Bawn, Tallaght Dublin 24, Dublin 24, Dublin",D24P9DT,Ringsend,13.867,35.766666666666666,13867,2146,Terrace,3,2,90.0 m²,D1,—,16/12/2025,"€365,000","€390,000","73 CILL CAIS, OLD BAWN, TALLAGHT DUBLIN 24",16/12/2025,"73 CILL CAIS, OLD BAWN, TALLAGHT DUBLIN 24",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"40 Barons Hall Rise, Balbriggan, Dublin, Dublin",K32FX30,Ringsend,34.462,29.6,34462,1776,Terrace,2,2,63.0 m²,D1,—,16/12/2025,"€285,000","€285,000","40 BARONS HALL RISE, BALBRIGGAN, DUBLIN",16/12/2025,"40 BARONS HALL RISE, BALBRIGGAN, DUBLIN",Dublin,"ï¿½285,000.00",No,No,Second-Hand Dwelling house /Apartment,
"140 Harolds Cross Rd, Harolds Cross, Dublin 6w, Dublin",D6WF651,Ringsend,4.455,15.066666666666666,4455,904,End of Terrace,3,1,105.0 m²,—,—,16/12/2025,"€300,000","€306,500","140 HAROLDS CROSS RD, HAROLDS CROSS, DUBLIN 6W",16/12/2025,"140 HAROLDS CROSS RD, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½306,500.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Thormanby Lodge, Howth, Dublin, Dublin 13, Dublin",D13F7Y0,Howth Head,8.356,13.5,8356,810,Detached,4,2,164.0 m²,—,—,16/12/2025,"€895,000","€900,000","14 THORMANBY LODGE, HOWTH, DUBLIN",16/12/2025,"14 THORMANBY LODGE, HOWTH, DUBLIN",Dublin,"ï¿½900,000.00",No,No,Second-Hand Dwelling house /Apartment,
"56 Leix Rd, Cabra, Dublin 7, Dublin 7, Dublin",D07C651,Ringsend,5.685,20.466666666666665,5685,1228,House,2,2,82.0 m²,C1,—,16/12/2025,"€495,000","€595,000","56 LEIX RD, CABRA, DUBLIN 7",16/12/2025,"56 LEIX RD, CABRA, DUBLIN 7",Dublin,"ï¿½595,000.00",No,No,Second-Hand Dwelling house /Apartment,
"45 Sycamore Ave, Carpenterstown Park, Dublin 15, Dublin 15, Dublin",D15X45Y,Ringsend,23.301,27.0,23301,1620,Semi-D,3,2,91.0 m²,B1,—,16/12/2025,"€525,000","€515,000","45 SYCAMORE AVE, CARPENTERSTOWN PARK, DUBLIN 15",16/12/2025,"45 SYCAMORE AVE, CARPENTERSTOWN PARK, DUBLIN 15",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Templeogue Rd, Terenure, Dublin 6w, Dublin",D6WHD72,Ringsend,6.383,20.833333333333332,6383,1250,End of Terrace,3,2,117.6 m²,F,—,16/12/2025,"€795,000","€860,000","25 TEMPLEOGUE RD, TERENURE, DUBLIN 6W",16/12/2025,"25 TEMPLEOGUE RD, TERENURE, DUBLIN 6W",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"189 Palmerstown Ave, Palmerstown, Dublin 20, Dublin 20, Dublin",D20KH97,Blackrock,25.241,29.433333333333334,25241,1766,Terrace,3,2,107.0 m²,—,—,17/12/2025,"€425,000","€477,000","189 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20",17/12/2025,"189 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½477,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Heyward Mews, Roganstown, Swods, Dublin",K67VF21,Ringsend,22.516,27.45,22516,1647,End of Terrace,3,3,105.0 m²,B3,—,17/12/2025,"€350,000","€352,500","6 HEYWARD MEWS, ROGANSTOWN, SWODS",17/12/2025,"6 HEYWARD MEWS, ROGANSTOWN, SWODS",Dublin,"ï¿½352,500.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 44 The Belfry, Belarmine Copse, Belarmine, Dublin 18, Dublin",D18AWH2,Blackrock,8.675,21.233333333333334,8675,1274,Apartment,1,1,49.0 m²,—,—,17/12/2025,"€285,000","€320,000","APT 44 THE BELFRY, BELARMINE COPSE, BELARMINE",17/12/2025,"APT 44 THE BELFRY, BELARMINE COPSE, BELARMINE",Dublin,"ï¿½320,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Mountain View Rd, Ballybrack, Dublin, Dublin",A96X9D9,Killiney Beach,1.059,3.2666666666666666,1059,196,House,2,1,87.0 m²,E2,—,17/12/2025,"€530,000","€500,000","5 MOUNTAIN VIEW RD, BALLYBRACK, DUBLIN",17/12/2025,"5 MOUNTAIN VIEW RD, BALLYBRACK, DUBLIN",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"93 Walnut Rise, Griffith Ave, Dublin 9, Dublin 9, Dublin",D09X4H5,Clontarf Seafront,5.924,15.4,5924,924,Semi-D,4,1,130.0 m²,—,—,17/12/2025,"€800,000","€865,000","93 WALNUT RISE, GRIFFITH AVE, DUBLIN 9",17/12/2025,"93 WALNUT RISE, GRIFFITH AVE, DUBLIN 9",Dublin,"ï¿½865,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Abbey Court, Abbey Rd, Monkstown, Dublin",A94YD62,Monkstown,2.132,4.883333333333334,2132,293,Semi-D,4,2,127.0 m²,C1,—,17/12/2025,"€795,000","€842,500","10 ABBEY COURT, ABBEY RD, MONKSTOWN",17/12/2025,"10 ABBEY COURT, ABBEY RD, MONKSTOWN",Dublin,"ï¿½842,500.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Village Gate, Dalkey, Dublin, Dublin",A96TV76,Dalkey,1.298,3.65,1298,219,House,2,1,66.0 m²,D1,—,17/12/2025,"€595,000","€635,000","9 VILLAGE GATE, DALKEY, DUBLIN",17/12/2025,"9 VILLAGE GATE, DALKEY, DUBLIN",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Cross Avenue, Blackrock, Co Dublin, Dublin",A94TV27,Blackrock,1.681,5.416666666666667,1681,325,Detached,5,5,500.0 m²,—,—,17/12/2025,"€2,500,000","€2,375,000","23 CROSS AVENUE, BLACKROCK, CO DUBLIN",17/12/2025,"23 CROSS AVENUE, BLACKROCK, CO DUBLIN",Dublin,"ï¿½2,375,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Glencarraig, Brides Glen Road, Rathmichael, Dublin",D18F113,Killiney Beach,4.951,10.15,4951,609,Detached,5,4,288.0 m²,A2,—,17/12/2025,"€1,285,000","€1,365,000","9 GLENCARRAIG, BRIDES GLEN ROAD, RATHMICHAEL",17/12/2025,"9 GLENCARRAIG, BRIDES GLEN ROAD, RATHMICHAEL",Dublin,"ï¿½1,365,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Park View House, Tyrellstown, Dublin 15, Dublin",D15AP21,Ringsend,24.153,25.383333333333333,24153,1523,Terrace,2,3,93.0 m²,—,—,17/12/2025,"€295,000","€369,000","11 PARK VIEW HOUSE, TYRELLSTOWN, DUBLIN 15",17/12/2025,"11 PARK VIEW HOUSE, TYRELLSTOWN, DUBLIN 15",Dublin,"ï¿½369,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Holyrood Lodge, Holyrood Park, Sandymount Dublin 4, Dublin 4, Dublin",D04P7V0,Sandymount Strand,1.173,4.016666666666667,1173,241,Detached,1,1,53.0 m²,D2,—,17/12/2025,"€495,000","€509,500","HOLYROOD LODGE, HOLYROOD PARK, SANDYMOUNT DUBLIN 4",17/12/2025,"HOLYROOD LODGE, HOLYROOD PARK, SANDYMOUNT DUBLIN 4",Dublin,"ï¿½509,500.00",No,No,Second-Hand Dwelling house /Apartment,
"70 Grove Park Ave, Glasnevin, Dublin 11, Dublin 11, Dublin",D11WY03,Clontarf Seafront,8.345,20.633333333333333,8345,1238,Semi-D,3,1,100.0 m²,—,—,17/12/2025,"€475,000","€509,000","70 GROVE PARK AVE, GLASNEVIN, DUBLIN 11",17/12/2025,"70 GROVE PARK AVE, GLASNEVIN, DUBLIN 11",Dublin,"ï¿½509,000.00",No,No,Second-Hand Dwelling house /Apartment,
"195 Sancton Wood Building, 9d 9h Heuston South Quarter, St Johns Rd West, Dublin 8, Dublin",D08W212,Ringsend,6.105,22.8,6105,1368,Apartment,2,1,79.0 m²,B2,—,17/12/2025,"€440,000","€520,000","195 SANCTON WOOD BUILDING, 9D 9H HEUSTON SOUTH QUARTER, ST JOHNS RD WEST",17/12/2025,"195 SANCTON WOOD BUILDING, 9D 9H HEUSTON SOUTH QUARTER, ST JOHNS RD WEST",Dublin,"ï¿½520,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Ardilea Downs, Dublin 14, Dublin, Dublin 14, Dublin",D14W0C2,Blackrock,4.248,10.866666666666667,4248,652,Detached,3,2,164.0 m²,C2,—,17/12/2025,"€995,000","€1,100,000","26 ARDILEA DOWNS, DUBLIN 14, DUBLIN",17/12/2025,"26 ARDILEA DOWNS, DUBLIN 14, DUBLIN",Dublin,"ï¿½1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
"99 Bettyglen, Raheny, Dublin 5, Dublin 5, Dublin",D05WV10,Bull Island,4.681,8.3,4681,498,Semi-D,4,1,145.0 m²,G,—,17/12/2025,"€695,000","€730,000","99 BETTYGLEN, RAHENY, DUBLIN 5",17/12/2025,"99 BETTYGLEN, RAHENY, DUBLIN 5",Dublin,"ï¿½730,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Raheen Rd, Springfield, Tallaght Dublin 24, Dublin 24, Dublin",D24A2V4,Ringsend,15.096,35.916666666666664,15096,2155,Semi-D,3,2,95.0 m²,C2,—,17/12/2025,"€330,000","€386,000","4 RAHEEN RD, SPRINGFIELD, TALLAGHT DUBLIN 24",17/12/2025,"4 RAHEEN RD, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin,"ï¿½386,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Windermere, Gilford Rd, Dublin 4, Dublin 4, Dublin",D04YT71,Sandymount Strand,0.286,1.3166666666666667,286,79,Apartment,1,1,37.0 m²,D1,—,17/12/2025,"€345,000","€375,000","36 WINDERMERE, GILFORD RD, DUBLIN 4",17/12/2025,"36 WINDERMERE, GILFORD RD, DUBLIN 4",Dublin,"ï¿½375,000.00",No,No,Second-Hand Dwelling house /Apartment,
"44 Fernhill Rd, The Manor, Terenure Dublin 12, Dublin 12, Dublin",D12NF43,Ringsend,8.837,25.133333333333333,8837,1508,Semi-D,3,1,98.0 m²,E1,—,17/12/2025,"€590,000","€672,000","44 FERNHILL RD, THE MANOR, TERENURE DUBLIN 12",17/12/2025,"44 FERNHILL RD, THE MANOR, TERENURE DUBLIN 12",Dublin,"ï¿½672,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Rosemount Ave, Artane, Dublin 5, Dublin 5, Dublin",D05FX79,Clontarf Seafront,2.327,6.583333333333333,2327,395,End of Terrace,3,2,106.0 m²,—,—,17/12/2025,"€648,000","€635,000","4 ROSEMOUNT AVE, ARTANE, DUBLIN 5",17/12/2025,"4 ROSEMOUNT AVE, ARTANE, DUBLIN 5",Dublin,"ï¿½635,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 The Green, Mulhuddart, Dublin 15, Dublin 15, Dublin",D15YXC7,Ringsend,25.969,26.116666666666667,25969,1567,Semi-D,3,1,99.4 m²,C1,—,17/12/2025,"€425,000","€438,000","5 THE GREEN, MULHUDDART, DUBLIN 15",17/12/2025,"5 THE GREEN, MULHUDDART, DUBLIN 15",Dublin,"ï¿½438,000.00",No,No,Second-Hand Dwelling house /Apartment,
"155 Pembroke Sq, Grand Canal St, Ballsbridge Dublin 4, Dublin 4, Dublin",D04P223,Ringsend,1.199,4.2,1199,252,Apartment,2,2,61.0 m²,C2,—,17/12/2025,"€425,000","€490,000","155 PEMBROKE SQ, GRAND CANAL ST, BALLSBRIDGE DUBLIN 4",17/12/2025,"155 PEMBROKE SQ, GRAND CANAL ST, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½490,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Stationcourt Hall, Coolmine, Dublin 15, Dublin 15, Dublin",D15H765,Ringsend,24.398,28.4,24398,1704,Duplex,3,3,105.0 m²,B2,—,17/12/2025,"€375,000","€380,000","10 STATIONCOURT HALL, COOLMINE, DUBLIN 15",17/12/2025,"10 STATIONCOURT HALL, COOLMINE, DUBLIN 15",Dublin,"ï¿½380,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Belville Apts, Ailesbury Close, Donnybrook Dublin 4, Dublin 4, Dublin",D04PR52,Sandymount Strand,2.587,7.516666666666667,2587,451,Apartment,1,1,41.0 m²,D1,—,17/12/2025,"€375,000","€355,000","1 BELVILLE APTS, AILESBURY CLOSE, DONNYBROOK DUBLIN 4",17/12/2025,"1 BELVILLE APTS, AILESBURY CLOSE, DONNYBROOK DUBLIN 4",Dublin,"ï¿½355,000.00",No,No,Second-Hand Dwelling house /Apartment,
"62 The Old Distillery, Beresford St, Dublin 7, Dublin",D07DF80,Ringsend,5.39,19.266666666666666,5390,1156,Apartment,1,1,41.0 m²,C1,—,17/12/2025,"€275,000","€308,000","62 THE OLD DISTILLERY, BERESFORD ST, DUBLIN 7",17/12/2025,"62 THE OLD DISTILLERY, BERESFORD ST, DUBLIN 7",Dublin,"ï¿½308,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Shantalla Rd, Beaumont, Dublin 9, Dublin 9, Dublin",D09K889,Clontarf Seafront,5.658,13.616666666666667,5658,817,End of Terrace,3,1,94.0 m²,B3,—,17/12/2025,"€595,000","€641,000","26 SHANTALLA RD, BEAUMONT, DUBLIN 9",17/12/2025,"26 SHANTALLA RD, BEAUMONT, DUBLIN 9",Dublin,"ï¿½641,000.00",No,No,Second-Hand Dwelling house /Apartment,
"57 Loreto Avenue, Rathfarnham, Dublin 14, Dublin",D14V3P6,Sandymount Strand,8.175,21.15,8175,1269,Terrace,3,1,87.0 m²,D2,—,17/12/2025,"€495,000","€515,000","57 LORETO AVENUE, RATHFARNHAM, DUBLIN 14",17/12/2025,"57 LORETO AVENUE, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Edenvale Rd, Ranelagh, Dublin 6, Dublin 6, Dublin",D06WY05,Ringsend,4.206,14.233333333333333,4206,854,Semi-D,5,2,155.0 m²,E2,—,17/12/2025,"€1,150,000","€1,333,199","25 EDENVALE RD, RANELAGH, DUBLIN 6",17/12/2025,"25 EDENVALE RD, RANELAGH, DUBLIN 6",Dublin,"ï¿½1,333,199.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Ballynakelly Rise, Newcastle Lyons, Newcastle, Dublin",D22F3P8,Blackrock,30.207,33.9,30207,2034,Apartment,1,1,45.0 m²,—,—,17/12/2025,"€215,000","€255,000","4 BALLYNAKELLY RISE, NEWCASTLE LYONS, NEWCASTLE",17/12/2025,"4 BALLYNAKELLY RISE, NEWCASTLE LYONS, NEWCASTLE",Dublin,"ï¿½255,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Shanliss Way, Dublin 9, Dublin, Dublin 9, Dublin",D09HX77,Clontarf Seafront,7.661,19.083333333333332,7661,1145,Semi-D,3,1,87.0 m²,F,—,17/12/2025,"€450,000","€450,000","25 SHANLISS WAY, DUBLIN 9, DUBLIN",17/12/2025,"25 SHANLISS WAY, DUBLIN 9, DUBLIN",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"48 Sarsfield Park, Lucan, Co Dublin, Dublin",K78C6P3,Ringsend,28.494,29.05,28494,1743,Terrace,3,1,90.0 m²,E1,—,17/12/2025,"€345,000","€420,000","48 SARSFIELD PARK, LUCAN, CO DUBLIN",17/12/2025,"48 SARSFIELD PARK, LUCAN, CO DUBLIN",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Belgrave Road, Rathmines, Dublin 6, Dublin",D06T9T4,Ringsend,4.158,13.983333333333333,4158,839,Terrace,7,4,279.0 m²,—,—,17/12/2025,"€1,850,000","€1,900,000","6 BELGRAVE ROAD, RATHMINES, DUBLIN 6",17/12/2025,"6 BELGRAVE ROAD, RATHMINES, DUBLIN 6",Dublin,"ï¿½1,900,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Belmont Square, Raheny, Dublin 5, Dublin 5, Dublin",D05AH21,Bull Island,4.311,10.616666666666667,4311,637,Terrace,3,3,110.0 m²,B3,—,17/12/2025,"€450,000","€593,000","34 BELMONT SQUARE, RAHENY, DUBLIN 5",17/12/2025,"34 BELMONT SQUARE, RAHENY, DUBLIN 5",Dublin,"ï¿½593,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 The Court, Mulhuddart Wood, Mulhuddart Dublin 15, Dublin 15, Dublin",D15W18V,Ringsend,26.002,26.166666666666668,26002,1570,Semi-D,3,2,97.0 m²,C1,—,17/12/2025,"€425,000","€438,000","17 THE COURT, MULHUDDART WOOD, MULHUDDART DUBLIN 15",17/12/2025,"17 THE COURT, MULHUDDART WOOD, MULHUDDART DUBLIN 15",Dublin,"ï¿½438,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Deanstown Green, Finglas West, Dublin 11, Dublin",D11V5N3,Clontarf Seafront,10.094,24.4,10094,1464,Semi-D,3,1,85.0 m²,—,—,17/12/2025,"€225,000","€220,000","19 DEANSTOWN GREEN, FINGLAS WEST, DUBLIN 11",17/12/2025,"19 DEANSTOWN GREEN, FINGLAS WEST, DUBLIN 11",Dublin,"ï¿½220,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Beverly Drive, Knocklyon, Dublin 16, Dublin 16, Dublin",D16Y625,Ringsend,10.565,30.433333333333334,10565,1826,Detached,3,2,101.0 m²,B3,—,17/12/2025,"€725,000","€800,000","10 BEVERLY DRIVE, KNOCKLYON, DUBLIN 16",17/12/2025,"10 BEVERLY DRIVE, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 5 Grove House, 36 Grove Rd, Rathmines Dublin 6, Dublin 6, Dublin",D06R970,Ringsend,4.392,15.516666666666667,4392,931,Apartment,1,1,58.0 m²,B3,—,17/12/2025,"€375,000","€410,000","APT 5 GROVE HOUSE, 36 GROVE RD, RATHMINES DUBLIN 6",17/12/2025,"APT 5 GROVE HOUSE, 36 GROVE RD, RATHMINES DUBLIN 6",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"59 St Johns Wood, St Johns Rd, Clondalkin Dublin 22, Dublin 22, Dublin",D22KT35,Blackrock,22.536,29.983333333333334,22536,1799,Semi-D,3,1,93.0 m²,—,—,17/12/2025,"€425,000","€443,000","59 ST JOHNS WOOD, ST JOHNS RD, CLONDALKIN DUBLIN 22",17/12/2025,"59 ST JOHNS WOOD, ST JOHNS RD, CLONDALKIN DUBLIN 22",Dublin,"ï¿½443,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Royal Exchange, Parliament St, Dublin 2, Dublin 2, Dublin",D02WF50,Ringsend,4.573,17.483333333333334,4573,1049,Apartment,1,1,44.0 m²,—,—,17/12/2025,"€320,000","€315,000","3 ROYAL EXCHANGE, PARLIAMENT ST, DUBLIN 2",17/12/2025,"3 ROYAL EXCHANGE, PARLIAMENT ST, DUBLIN 2",Dublin,"ï¿½315,000.00",No,No,Second-Hand Dwelling house /Apartment,
"146 The Village, Porterstown, Dublin 15, Dublin 15, Dublin",D15Y2EC,Ringsend,26.172,29.3,26172,1758,Semi-D,3,3,96.0 m²,C3,—,17/12/2025,"€425,000","€432,000","146 THE VILLAGE, PORTERSTOWN, DUBLIN 15",17/12/2025,"146 THE VILLAGE, PORTERSTOWN, DUBLIN 15",Dublin,"ï¿½432,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Fey Yerra, Leopardstown Rd, Foxrock Dublin 18, Dublin 18, Dublin",D18YX00,Blackrock,4.069,11.5,4069,690,Semi-D,3,2,82.0 m²,D1,—,17/12/2025,"€630,000","€625,000","2 FEY YERRA, LEOPARDSTOWN RD, FOXROCK DUBLIN 18",10/12/2025,"2 FEY YERRA, LEOPARDSTOWN RD, FOXROCK DUBLIN 18",Dublin,"ï¿½625,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Mount Eustace Park, Tyrrelstown, Dublin 15, Dublin 15, Dublin",D15E9R3,Ringsend,24.463,26.666666666666668,24463,1600,Semi-D,4,3,122.3 m²,C1,—,17/12/2025,"€400,000","€470,000","1 MOUNT EUSTACE PARK, TYRRELSTOWN, DUBLIN 15",17/12/2025,"1 MOUNT EUSTACE PARK, TYRRELSTOWN, DUBLIN 15",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Avondale Park, Raheny, Dublin 5, Dublin 5, Dublin",D05DY22,Bull Island,3.788,8.833333333333334,3788,530,Terrace,3,1,91.0 m²,D2,—,17/12/2025,"€550,000","€600,000","27 AVONDALE PARK, RAHENY, DUBLIN 5",17/12/2025,"27 AVONDALE PARK, RAHENY, DUBLIN 5",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Floraville, Sarsfield Rd, Inchicore, Dublin 10, Dublin",D10HV02,Ringsend,8.852,28.05,8852,1683,Apartment,2,1,58.0 m²,E2,—,17/12/2025,"€285,000","€340,000","1 FLORAVILLE, SARSFIELD RD, INCHICORE",17/12/2025,"1 FLORAVILLE, SARSFIELD RD, INCHICORE",Dublin,"ï¿½340,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Glenayle Rd, Raheny, Dublin 5, Dublin 5, Dublin",D05V2P1,Clontarf Seafront,4.704,11.633333333333333,4704,698,Semi-D,3,2,88.0 m²,G,—,17/12/2025,"€455,000","€480,000","20 GLENAYLE RD, RAHENY, DUBLIN 5",17/12/2025,"20 GLENAYLE RD, RAHENY, DUBLIN 5",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 41, Abalone, The Grange, Dublin",A94WP52,Blackrock,4.002,9.883333333333333,4002,593,Apartment,2,2,79.0 m²,B2,—,17/12/2025,"€535,000","€550,000","APT 41, ABALONE, THE GRANGE",17/12/2025,"APT 41, ABALONE, THE GRANGE",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Campbells Court, Main St, Howth, Dublin 13, Dublin",D13EP03,Howth Head,9.183,15.366666666666667,9183,922,Terrace,3,2,103.0 m²,C1,—,17/12/2025,"€625,000","€600,000","3 CAMPBELLS COURT, MAIN ST, HOWTH",17/12/2025,"3 CAMPBELLS COURT, MAIN ST, HOWTH",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Bolbrook Villas, Tallaght, Dublin 24, Dublin 24, Dublin",D24H4CW,Ringsend,11.467,30.083333333333332,11467,1805,Terrace,3,1,75.0 m²,—,—,17/12/2025,"€335,000","€360,000","10 BOLBROOK VILLAS, TALLAGHT, DUBLIN 24",17/12/2025,"10 BOLBROOK VILLAS, TALLAGHT, DUBLIN 24",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Oaktree Rd, Stillorgan, Dublin 4, Dublin",A94YY51,Blackrock,5.089,13.1,5089,786,Bungalow,4,2,144.0 m²,F,—,17/12/2025,"€795,000","€877,544","23 OAKTREE RD, STILLORGAN, DUBLIN 4",17/12/2025,"23 OAKTREE RD, STILLORGAN, DUBLIN 4",Dublin,"ï¿½877,544.00",No,No,Second-Hand Dwelling house /Apartment,
"San Martinez, Castle Rd, Saggart, Dublin 24, Dublin",D24CD39,Blackrock,27.95,33.46666666666667,27950,2008,Bungalow,3,3,135.6 m²,D1,—,17/12/2025,"€500,000","€640,000","SAN MARTINEZ, CASTLE RD, SAGGART",17/12/2025,"SAN MARTINEZ, CASTLE RD, SAGGART",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Iveleary Rd, Whitehall, Dublin 9, Dublin 9, Dublin",D09RH74,Clontarf Seafront,5.989,14.816666666666666,5989,889,Terrace,3,3,115.0 m²,C2,—,17/12/2025,"€695,000","€765,000","19 IVELEARY RD, WHITEHALL, DUBLIN 9",17/12/2025,"19 IVELEARY RD, WHITEHALL, DUBLIN 9",Dublin,"ï¿½765,000.00",No,No,Second-Hand Dwelling house /Apartment,
"133 Bunratty Rd, Coolock, Dublin 17, Dublin 17, Dublin",D17F956,Clontarf Seafront,4.867,13.033333333333333,4867,782,Terrace,4,2,85.0 m²,—,—,17/12/2025,"€375,000","€435,000","133 BUNRATTY RD, COOLOCK, DUBLIN 17",17/12/2025,"133 BUNRATTY RD, COOLOCK, DUBLIN 17",Dublin,"ï¿½435,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Coppinger Glade, Stillorgan, Dublin, Dublin",A94HK75,Blackrock,2.504,8.533333333333333,2504,512,Semi-D,3,1,93.0 m²,—,—,17/12/2025,"€795,000","€800,000","31 COPPINGER GLADE, STILLORGAN, DUBLIN",17/12/2025,"31 COPPINGER GLADE, STILLORGAN, DUBLIN",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Southwold 1, Hazelhatch Rd, Newcastle, Dublin 22, Dublin",D22ET98,Blackrock,31.679,36.28333333333333,31679,2177,Detached,5,4,306.5 m²,—,—,17/12/2025,"€1,050,000","€1,130,000","SOUTHWOLD 1, HAZELHATCH RD, NEWCASTLE",17/12/2025,"SOUTHWOLD 1, HAZELHATCH RD, NEWCASTLE",Dublin,"ï¿½1,130,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Seapark Dr, Clontarf, Dublin, Dublin 3, Dublin",D03R8Y2,Clontarf Seafront,0.977,2.6666666666666665,977,160,End of Terrace,3,1,99.0 m²,F,—,17/12/2025,"€715,000","€712,000","53 SEAPARK DR, CLONTARF, DUBLIN",17/12/2025,"53 SEAPARK DR, CLONTARF, DUBLIN",Dublin,"ï¿½712,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 The Willow, Rockfield, Dundrum, Dublin 16, Dublin",D16TK71,Blackrock,5.94,15.95,5940,957,Apartment,2,2,85.0 m²,—,—,18/12/2025,"€435,000","€520,000","26 THE WILLOW, ROCKFIELD, DUNDRUM",18/12/2025,"26 THE WILLOW, ROCKFIELD, DUNDRUM",Dublin,"ï¿½520,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 St Colimcilles Crescent, Swords, Dublin, Dublin",K67P2P3,Howth Head,16.171,28.45,16171,1707,Semi-D,3,1,82.0 m²,G,—,18/12/2025,"€395,000","€400,100","2 ST COLIMCILLES CRESCENT, SWORDS, DUBLIN",18/12/2025,"2 ST COLIMCILLES CRESCENT, SWORDS, DUBLIN",Dublin,"ï¿½400,100.00",No,No,Second-Hand Dwelling house /Apartment,
"30 Tonlegee Dr, Cameron Estate, Raheny Dublin 5, Dublin 5, Dublin",D05N2Y2,Clontarf Seafront,4.312,10.666666666666666,4312,640,Terrace,3,1,98.0 m²,D1,—,18/12/2025,"€470,000","€500,000","30 TONLEGEE DR, CAMERON ESTATE, RAHENY DUBLIN 5",18/12/2025,"30 TONLEGEE DR, CAMERON ESTATE, RAHENY DUBLIN 5",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
